repo_key,repo_name,category,origin_url,stars,forks,archived,license,last_commit_at,days_since_last_commit,stale_bucket,findings_total,native_findings,collection_scale_findings,cluster_issue_instances,multi_signal_issue_instances,cross_tool_issue_instances,instruction_surface_files,skill_files,plugin_manifest_files,mcp_manifest_files,surface_diversity,has_skill_md,top_canonical_class,top_canonical_class_count
category4_surface_mentions/tailcallhq__forgecode,tailcallhq__forgecode,category4_surface_mentions,https://github.com/tailcallhq/forgecode.git,7000,1400,False,Apache-2.0,2026-04-21T11:51:21+05:30,6,0-30d,3,0,1,3,0,0,17,16,0,0,2,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/tair-opensource__RedisShake,tair-opensource__RedisShake,category4_surface_mentions,https://github.com/tair-opensource/RedisShake.git,4400,765,False,MIT,2026-03-30T14:12:07+08:00,28,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/tanweai__pua,tanweai__pua,category4_surface_mentions,https://github.com/tanweai/pua.git,16800,972,False,,2026-04-19T22:23:47+08:00,7,0-30d,2,0,0,2,0,0,24,23,1,0,3,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/tarampampam__error-pages,tarampampam__error-pages,category4_surface_mentions,https://github.com/tarampampam/error-pages.git,1400,108,False,License,2026-04-17T23:18:06+04:00,9,0-30d,0,0,0,0,0,0,3,0,0,0,1,False,,
category4_surface_mentions/telepresenceio__telepresence,telepresenceio__telepresence,category4_surface_mentions,https://github.com/telepresenceio/telepresence.git,7200,569,False,Apache-2.0,2026-04-19T09:27:40+02:00,8,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/teng-lin__notebooklm-py,teng-lin__notebooklm-py,category4_surface_mentions,https://github.com/teng-lin/notebooklm-py.git,,,False,MIT,2026-04-19T05:55:48-04:00,7,0-30d,0,0,0,0,0,0,3,1,0,0,2,True,,
category4_surface_mentions/tfredrich__RestApiTutorial.com,tfredrich__RestApiTutorial.com,category4_surface_mentions,https://github.com/tfredrich/RestApiTutorial.com.git,3100,1500,False,CC-BY-SA-4.0,2026-02-02T17:45:05+00:00,83,31-90d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/thefrontside__effection,thefrontside__effection,category4_surface_mentions,https://github.com/thefrontside/effection.git,824,36,False,MIT,2026-04-07T12:06:45-05:00,19,0-30d,1,0,0,1,0,0,2,0,0,0,1,False,tool_or_skill_poisoning_surface,1
category4_surface_mentions/thinh-vu__vnstock,thinh-vu__vnstock,category4_surface_mentions,https://github.com/thinh-vu/vnstock.git,1300,271,False,License,2026-04-06T03:14:31+07:00,21,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/tibbar213__team-manage,tibbar213__team-manage,category4_surface_mentions,https://github.com/tibbar213/team-manage.git,1000,285,False,MIT,2026-04-13T03:13:01-07:00,13,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/tradesdontlie__tradingview-mcp,tradesdontlie__tradingview-mcp,category4_surface_mentions,https://github.com/tradesdontlie/tradingview-mcp.git,2400,1200,False,License,2026-04-03T20:27:03-04:00,23,0-30d,1,0,0,1,0,0,6,5,0,0,2,True,autonomous_execution_or_looping,1
category4_surface_mentions/trailofbits__claude-code-config,trailofbits__claude-code-config,category4_surface_mentions,https://github.com/trailofbits/claude-code-config.git,1900,141,False,,2026-02-25T09:50:21-08:00,60,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/trailofbits__skills,trailofbits__skills,category4_surface_mentions,https://github.com/trailofbits/skills.git,4800,419,False,CC-BY-SA-4.0,2026-04-16T18:15:04-04:00,10,0-30d,21,0,4,20,1,0,113,73,38,1,4,True,unsafe_command_or_execution_surface,5
category4_surface_mentions/tw93__Waza,tw93__Waza,category4_surface_mentions,https://github.com/tw93/Waza.git,4000,249,False,MIT,2026-04-21T11:15:31+08:00,6,0-30d,1,0,1,1,0,0,9,8,0,0,2,True,autonomous_execution_or_looping,1
category4_surface_mentions/twostraws__Swift-Agent-Skills,twostraws__Swift-Agent-Skills,category4_surface_mentions,https://github.com/twostraws/Swift-Agent-Skills.git,1500,57,False,MIT,2026-04-10T14:36:09+09:00,17,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/twostraws__SwiftAgents,twostraws__SwiftAgents,category4_surface_mentions,https://github.com/twostraws/SwiftAgents.git,1300,80,False,,2026-03-05T16:13:56+00:00,52,31-90d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/twostraws__SwiftUI-Agent-Skill,twostraws__SwiftUI-Agent-Skill,category4_surface_mentions,https://github.com/twostraws/SwiftUI-Agent-Skill.git,3700,131,False,MIT,2026-04-20T09:02:15+01:00,7,0-30d,0,0,0,0,0,0,3,2,1,0,3,True,,
category4_surface_mentions/uhub__awesome-chatgpt,uhub__awesome-chatgpt,category4_surface_mentions,https://github.com/uhub/awesome-chatgpt.git,777,79,False,,2026-04-21T01:05:43+00:00,6,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/umputun__ralphex,umputun__ralphex,category4_surface_mentions,https://github.com/umputun/ralphex.git,1100,81,False,MIT,2026-04-19T17:13:49-05:00,7,0-30d,0,0,0,0,0,0,8,3,1,0,3,True,,
category4_surface_mentions/upstash__context7,upstash__context7,category4_surface_mentions,https://github.com/upstash/context7.git,53800,2600,False,MIT,2026-04-20T07:23:17-07:00,6,0-30d,0,0,0,0,0,0,9,5,1,3,4,True,,
category4_surface_mentions/vczh-libraries__Release,vczh-libraries__Release,category4_surface_mentions,https://github.com/vczh-libraries/Release.git,1400,263,False,License,2026-04-17T04:41:23-07:00,9,0-30d,0,0,0,0,0,0,3,0,0,0,1,False,,
category4_surface_mentions/vercel-labs__agent-browser,vercel-labs__agent-browser,category4_surface_mentions,https://github.com/vercel-labs/agent-browser.git,30700,1900,False,Apache-2.0,2026-04-20T16:12:47-05:00,6,0-30d,3,0,0,3,0,0,8,7,0,0,2,True,credential_or_pii_exposure_surface,1
category4_surface_mentions/vercel-labs__just-bash,vercel-labs__just-bash,category4_surface_mentions,https://github.com/vercel-labs/just-bash.git,3200,182,False,,2026-04-16T10:23:02-07:00,10,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/vijaythecoder__awesome-claude-agents,vijaythecoder__awesome-claude-agents,category4_surface_mentions,https://github.com/vijaythecoder/awesome-claude-agents.git,4200,510,False,MIT,2025-10-29T19:06:52-05:00,179,91-180d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/viperrcrypto__Siftly,viperrcrypto__Siftly,category4_surface_mentions,https://github.com/viperrcrypto/Siftly.git,2400,225,False,MIT,2026-04-08T01:57:51-04:00,19,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/vllm-project__semantic-router,vllm-project__semantic-router,category4_surface_mentions,https://github.com/vllm-project/semantic-router.git,3900,644,False,Apache-2.0,2026-04-21T09:58:45+08:00,6,0-30d,2,0,0,2,0,0,48,31,0,0,3,True,ssrf_or_internal_service_reachability,1
category4_surface_mentions/vnotex__vnote,vnotex__vnote,category4_surface_mentions,https://github.com/vnotex/vnote.git,12800,1300,False,LGPL-3.0,2026-04-21T09:57:45+08:00,6,0-30d,0,0,0,0,0,0,10,0,0,0,1,False,,
category4_surface_mentions/vstorm-co__full-stack-ai-agent-template,vstorm-co__full-stack-ai-agent-template,category4_surface_mentions,https://github.com/vstorm-co/full-stack-ai-agent-template.git,1200,242,False,MIT,2026-04-20T19:52:24+02:00,6,0-30d,0,0,0,0,0,0,4,0,0,0,1,False,,
category4_surface_mentions/walkinglabs__awesome-harness-engineering,walkinglabs__awesome-harness-engineering,category4_surface_mentions,https://github.com/walkinglabs/awesome-harness-engineering.git,2000,141,False,License,2026-04-14T23:52:39+08:00,12,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/walkinglabs__learn-harness-engineering,walkinglabs__learn-harness-engineering,category4_surface_mentions,https://github.com/walkinglabs/learn-harness-engineering.git,1300,154,False,,2026-04-04T01:49:34+08:00,23,0-30d,0,0,0,0,0,0,23,1,0,0,2,True,,
category4_surface_mentions/wangzhe3224__awesome-systematic-trading,wangzhe3224__awesome-systematic-trading,category4_surface_mentions,https://github.com/wangzhe3224/awesome-systematic-trading.git,4000,509,False,MIT,2026-04-19T10:00:10+01:00,7,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/wanshuiyin__Auto-claude-code-research-in-sleep,wanshuiyin__Auto-claude-code-research-in-sleep,category4_surface_mentions,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep.git,7600,721,False,MIT,2026-04-21T08:53:08+02:00,6,0-30d,76,0,13,72,4,0,130,130,0,0,2,True,unsafe_command_or_execution_surface,7
category4_surface_mentions/wassim249__fastapi-langgraph-agent-production-ready-template,wassim249__fastapi-langgraph-agent-production-ready-template,category4_surface_mentions,https://github.com/wassim249/fastapi-langgraph-agent-production-ready-template.git,2200,509,False,MIT,2026-04-19T17:29:17+01:00,7,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/wbh604__UZI-Skill,wbh604__UZI-Skill,category4_surface_mentions,https://github.com/wbh604/UZI-Skill.git,1200,211,False,MIT,2026-04-21T12:19:25+08:00,6,0-30d,0,0,0,0,0,0,9,4,2,0,3,True,,
category4_surface_mentions/webfuse-com__awesome-claude,webfuse-com__awesome-claude,category4_surface_mentions,https://github.com/webfuse-com/awesome-claude.git,1400,243,False,CC0-1.0,2026-03-16T09:55:08+00:00,41,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/wedow__ticket,wedow__ticket,category4_surface_mentions,https://github.com/wedow/ticket.git,753,56,False,MIT,2026-03-15T12:07:26-04:00,42,31-90d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/wentorai__Research-Claw,wentorai__Research-Claw,category4_surface_mentions,https://github.com/wentorai/Research-Claw.git,807,107,False,License,2026-04-20T00:28:22+08:00,7,0-30d,20,1,0,19,1,0,26,25,0,0,2,True,agent_role_or_goal_manipulation,3
category4_surface_mentions/wesammustafa__Claude-Code-Everything-You-Need-to-Know,wesammustafa__Claude-Code-Everything-You-Need-to-Know,category4_surface_mentions,https://github.com/wesammustafa/Claude-Code-Everything-You-Need-to-Know.git,1700,190,False,MIT,2026-03-19T02:40:28+01:00,39,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/winfunc__opcode,winfunc__opcode,category4_surface_mentions,https://github.com/winfunc/opcode.git,21700,1700,False,AGPL-3.0,2025-10-16T17:35:56+05:30,192,181-365d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/wprig__wprig,wprig__wprig,category4_surface_mentions,https://github.com/wprig/wprig.git,1300,279,False,GPL-3.0,2026-03-16T23:22:15-05:00,41,31-90d,1,0,0,1,0,0,20,18,0,0,2,True,autonomous_execution_or_looping,1
category4_surface_mentions/wquguru__harness-books,wquguru__harness-books,category4_surface_mentions,https://github.com/wquguru/harness-books.git,1900,219,False,,2026-04-19T11:01:21+08:00,8,0-30d,0,0,0,0,0,0,3,1,0,0,2,True,,
category4_surface_mentions/wuji-labs__nopua,wuji-labs__nopua,category4_surface_mentions,https://github.com/wuji-labs/nopua.git,1300,45,False,MIT,2026-04-14T07:51:50+08:00,13,0-30d,0,0,0,0,0,0,7,6,1,0,3,True,,
category4_surface_mentions/xjtulyc__MedgeClaw,xjtulyc__MedgeClaw,category4_surface_mentions,https://github.com/xjtulyc/MedgeClaw.git,700,194,False,,2026-03-10T09:27:52+00:00,47,31-90d,0,0,0,0,0,0,8,7,0,0,2,True,,
category4_surface_mentions/yayasoumah__pocket-server,yayasoumah__pocket-server,category4_surface_mentions,https://github.com/yayasoumah/pocket-server.git,828,63,False,Apache-2.0,2025-10-21T03:10:02+02:00,188,181-365d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/yetone__avante.nvim,yetone__avante.nvim,category4_surface_mentions,https://github.com/yetone/avante.nvim.git,17800,812,False,Apache-2.0,2026-03-30T11:20:49+08:00,28,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/ykdojo__claude-code-tips,ykdojo__claude-code-tips,category4_surface_mentions,https://github.com/ykdojo/claude-code-tips.git,8000,581,False,License,2026-04-01T23:27:15-07:00,25,0-30d,3,0,0,3,0,0,8,6,1,0,3,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/yohey-w__multi-agent-shogun,yohey-w__multi-agent-shogun,category4_surface_mentions,https://github.com/yohey-w/multi-agent-shogun.git,1200,265,False,MIT,2026-04-19T16:21:09+09:00,8,0-30d,2,0,0,2,0,0,10,7,0,0,2,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/yologdev__yoyo-evolve,yologdev__yoyo-evolve,category4_surface_mentions,https://github.com/yologdev/yoyo-evolve.git,1700,111,False,MIT,2026-04-21T05:02:48+00:00,6,0-30d,6,0,3,5,1,0,8,7,0,0,2,True,agent_role_or_goal_manipulation,1
category4_surface_mentions/yournextstore__yournextstore,yournextstore__yournextstore,category4_surface_mentions,https://github.com/yournextstore/yournextstore.git,5400,658,False,MIT,2026-04-21T08:45:39+02:00,6,0-30d,5,0,2,5,0,0,12,8,0,1,3,True,credential_or_pii_exposure_surface,1
category4_surface_mentions/yugabyte__yugabyte-db,yugabyte__yugabyte-db,category4_surface_mentions,https://github.com/yugabyte/yugabyte-db.git,10200,1300,False,License,2026-04-20T21:45:37-07:00,6,0-30d,0,0,0,0,0,0,6,3,0,0,2,True,,
category4_surface_mentions/yutiansut__QUANTAXIS,yutiansut__QUANTAXIS,category4_surface_mentions,https://github.com/yutiansut/QUANTAXIS.git,10400,3300,False,MIT,2026-02-28T10:59:12+08:00,58,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/zebbern__claude-code-guide,zebbern__claude-code-guide,category4_surface_mentions,https://github.com/zebbern/claude-code-guide.git,4000,394,False,MIT,2026-04-21T01:02:26+00:00,6,0-30d,41,0,2,36,3,0,31,29,0,0,2,True,unsafe_command_or_execution_surface,7
category4_surface_mentions/zeroclaw-labs__zeroclaw,zeroclaw-labs__zeroclaw,category4_surface_mentions,https://github.com/zeroclaw-labs/zeroclaw.git,30700,4500,False,Apache-2.0,2026-04-20T16:52:03+10:00,7,0-30d,8,0,2,7,1,0,12,8,0,0,2,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/zhanymkanov__fastapi-best-practices,zhanymkanov__fastapi-best-practices,category4_surface_mentions,https://github.com/zhanymkanov/fastapi-best-practices.git,17100,1300,False,,2026-04-14T21:00:34+05:00,12,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
