repo_key,repo_name,category,origin_url,stars,forks,archived,license,last_commit_at,days_since_last_commit,stale_bucket,findings_total,native_findings,collection_scale_findings,cluster_issue_instances,multi_signal_issue_instances,cross_tool_issue_instances,instruction_surface_files,skill_files,plugin_manifest_files,mcp_manifest_files,surface_diversity,has_skill_md,top_canonical_class,top_canonical_class_count
category4_surface_mentions/lst97__claude-code-sub-agents,lst97__claude-code-sub-agents,category4_surface_mentions,https://github.com/lst97/claude-code-sub-agents.git,1500,245,False,MIT,2025-08-15T15:06:31+10:00,255,181-365d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/luongnv89__claude-howto,luongnv89__claude-howto,category4_surface_mentions,https://github.com/luongnv89/claude-howto.git,29300,3600,False,MIT,2026-04-16T23:13:34+02:00,10,0-30d,8,0,1,8,0,0,37,25,9,0,3,True,autonomous_execution_or_looping,1
category4_surface_mentions/m4tt72__terminal,m4tt72__terminal,category4_surface_mentions,https://github.com/m4tt72/terminal.git,1500,286,False,MIT,2026-02-12T21:57:09+01:00,73,31-90d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/matt1398__claude-devtools,matt1398__claude-devtools,category4_surface_mentions,https://github.com/matt1398/claude-devtools.git,3200,237,False,MIT,2026-04-18T10:47:27+09:00,9,0-30d,0,0,0,0,0,0,10,0,0,0,1,False,,
category4_surface_mentions/mcollina__skills,mcollina__skills,category4_surface_mentions,https://github.com/mcollina/skills.git,1800,132,False,MIT,2026-04-17T08:00:01-07:00,9,0-30d,3,0,0,3,0,0,12,11,0,0,2,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/mercurjs__mercur,mercurjs__mercur,category4_surface_mentions,https://github.com/mercurjs/mercur.git,1500,345,False,MIT,2026-04-17T15:33:29+02:00,9,0-30d,2,0,0,2,0,0,27,18,0,0,2,True,tool_or_skill_poisoning_surface,1
category4_surface_mentions/mergisi__awesome-openclaw-agents,mergisi__awesome-openclaw-agents,category4_surface_mentions,https://github.com/mergisi/awesome-openclaw-agents.git,3100,497,False,MIT,2026-04-13T20:37:26+03:00,13,0-30d,4,0,0,4,0,0,16,16,0,0,2,True,prompt_or_instruction_override_surface,1
category4_surface_mentions/michaelshimeles__ralphy,michaelshimeles__ralphy,category4_surface_mentions,https://github.com/michaelshimeles/ralphy.git,2800,353,False,,2026-02-05T19:28:20+03:00,80,31-90d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/microsoft__apm,microsoft__apm,category4_surface_mentions,https://github.com/microsoft/apm.git,2100,145,False,MIT,2026-04-21T06:48:15+00:00,6,0-30d,0,0,0,0,0,0,23,13,1,1,4,True,,
category4_surface_mentions/microsoft__clarity,microsoft__clarity,category4_surface_mentions,https://github.com/microsoft/clarity.git,2600,268,False,MIT,2026-04-15T17:47:15-07:00,11,0-30d,0,0,0,0,0,0,3,0,0,1,2,False,,
category4_surface_mentions/microsoft__skills,microsoft__skills,category4_surface_mentions,https://github.com/microsoft/skills.git,2200,245,False,MIT,2026-04-20T11:58:14-05:00,6,0-30d,28,0,1,28,0,0,191,177,9,3,4,True,tool_or_skill_poisoning_surface,3
category4_surface_mentions/midudev__autoskills,midudev__autoskills,category4_surface_mentions,https://github.com/midudev/autoskills.git,4300,416,False,License,2026-04-15T05:01:19+02:00,12,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/mindfold-ai__Trellis,mindfold-ai__Trellis,category4_surface_mentions,https://github.com/mindfold-ai/Trellis.git,6400,351,False,AGPL-3.0,2026-04-20T16:54:33+08:00,7,0-30d,16,0,4,16,0,0,58,57,0,0,2,True,unsafe_command_or_execution_surface,8
category4_surface_mentions/mitsuhiko__agent-stuff,mitsuhiko__agent-stuff,category4_surface_mentions,https://github.com/mitsuhiko/agent-stuff.git,2200,154,False,Apache-2.0,2026-04-17T20:42:25+02:00,9,0-30d,6,0,0,6,0,0,20,19,0,0,2,True,agent_role_or_goal_manipulation,1
category4_surface_mentions/mksglu__context-mode,mksglu__context-mode,category4_surface_mentions,https://github.com/mksglu/context-mode.git,10500,725,False,License,2026-04-21T06:34:51+00:00,6,0-30d,1,0,0,1,0,0,23,7,1,5,4,True,autonomous_execution_or_looping,1
category4_surface_mentions/mrexodia__ida-pro-mcp,mrexodia__ida-pro-mcp,category4_surface_mentions,https://github.com/mrexodia/ida-pro-mcp.git,7900,961,False,MIT,2026-04-19T23:23:37+02:00,7,0-30d,0,0,0,0,0,0,2,1,0,0,2,True,,
category4_surface_mentions/mrwadams__attackgen,mrwadams__attackgen,category4_surface_mentions,https://github.com/mrwadams/attackgen.git,1200,162,False,GPL-3.0,2025-12-29T11:42:36+00:00,118,91-180d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/mtymek__opencode-obsidian,mtymek__opencode-obsidian,category4_surface_mentions,https://github.com/mtymek/opencode-obsidian.git,770,58,False,MIT,2026-02-23T19:09:20+01:00,62,31-90d,1,0,1,1,0,0,11,10,0,0,2,True,autonomous_execution_or_looping,1
category4_surface_mentions/mubaidr__vite-vue3-browser-extension-v3,mubaidr__vite-vue3-browser-extension-v3,category4_surface_mentions,https://github.com/mubaidr/vite-vue3-browser-extension-v3.git,782,93,False,MIT,2026-03-04T01:31:06+05:00,54,31-90d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/mulesoft__api-console,mulesoft__api-console,category4_surface_mentions,https://github.com/mulesoft/api-console.git,908,238,False,License,2026-04-07T11:47:52-03:00,19,0-30d,0,0,0,0,0,0,2,1,0,0,2,True,,
category4_surface_mentions/nacro90__numb.nvim,nacro90__numb.nvim,category4_surface_mentions,https://github.com/nacro90/numb.nvim.git,848,14,False,MIT,2026-01-17T14:45:44+03:00,99,91-180d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/nekename__OpenDeck,nekename__OpenDeck,category4_surface_mentions,https://github.com/nekename/OpenDeck.git,1600,97,False,GPL-3.0,2026-04-15T10:30:53+01:00,11,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/neozhu__CleanArchitectureWithBlazorServer,neozhu__CleanArchitectureWithBlazorServer,category4_surface_mentions,https://github.com/neozhu/CleanArchitectureWithBlazorServer.git,1200,305,False,MIT,2026-04-12T16:16:19+08:00,15,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/nesquena__hermes-webui,nesquena__hermes-webui,category4_surface_mentions,https://github.com/nesquena/hermes-webui.git,4500,547,False,MIT,2026-04-20T21:03:41-07:00,6,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/neuml__txtai,neuml__txtai,category4_surface_mentions,https://github.com/neuml/txtai.git,12400,803,False,Apache-2.0,2026-04-20T10:57:57-04:00,6,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/nextlevelbuilder__ui-ux-pro-max-skill,nextlevelbuilder__ui-ux-pro-max-skill,category4_surface_mentions,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill.git,71100,7300,False,MIT,2026-04-03T12:08:19+07:00,24,0-30d,3,0,0,3,0,0,9,7,1,0,3,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/nicedreamzapp__claude-code-local,nicedreamzapp__claude-code-local,category4_surface_mentions,https://github.com/nicedreamzapp/claude-code-local.git,2300,440,False,,2026-04-20T00:37:37-07:00,7,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/nicobailon__pi-subagents,nicobailon__pi-subagents,category4_surface_mentions,https://github.com/nicobailon/pi-subagents.git,989,125,False,,2026-04-19T21:53:41-07:00,7,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/nikilster__clawflows,nikilster__clawflows,category4_surface_mentions,https://github.com/nikilster/clawflows.git,1600,182,False,,2026-04-20T14:22:57-04:00,6,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/noamseg__interview-coach-skill,noamseg__interview-coach-skill,category4_surface_mentions,https://github.com/noamseg/interview-coach-skill.git,1100,218,False,MIT,2026-03-26T23:47:45-04:00,31,31-90d,0,0,0,0,0,0,1,1,0,0,2,True,,
category4_surface_mentions/nteract__semiotic,nteract__semiotic,category4_surface_mentions,https://github.com/nteract/semiotic.git,2700,134,False,Apache-2.0,2026-04-20T23:21:44-07:00,6,0-30d,0,0,0,0,0,0,6,0,0,2,2,False,,
category4_surface_mentions/numman-ali__n-skills,numman-ali__n-skills,category4_surface_mentions,https://github.com/numman-ali/n-skills.git,976,99,False,Apache-2.0,2026-03-22T00:26:58+00:00,36,31-90d,0,0,0,0,0,0,12,5,5,0,4,True,,
category4_surface_mentions/numman-ali__openskills,numman-ali__openskills,category4_surface_mentions,https://github.com/numman-ali/openskills.git,9900,622,False,License,2026-01-18T13:09:49+00:00,98,91-180d,0,0,0,0,0,0,3,1,0,0,2,True,,
category4_surface_mentions/nuxt__ui,nuxt__ui,category4_surface_mentions,https://github.com/nuxt/ui.git,6500,1100,False,MIT,2026-04-20T19:32:21+02:00,6,0-30d,0,0,0,0,0,0,2,1,0,0,2,True,,
category4_surface_mentions/olimorris__codecompanion.nvim,olimorris__codecompanion.nvim,category4_surface_mentions,https://github.com/olimorris/codecompanion.nvim.git,6500,406,False,Apache-2.0,2026-04-19T11:02:45+01:00,7,0-30d,0,0,0,0,0,0,3,0,0,0,1,False,,
category4_surface_mentions/op7418__CodePilot,op7418__CodePilot,category4_surface_mentions,https://github.com/op7418/CodePilot.git,5600,597,False,License,2026-04-21T11:44:47+08:00,6,0-30d,3,0,0,3,0,0,14,9,0,1,3,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/opactorai__Claudable,opactorai__Claudable,category4_surface_mentions,https://github.com/opactorai/Claudable.git,3900,589,False,MIT,2026-03-04T20:14:44+09:00,53,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/open-gitagent__gitagent,open-gitagent__gitagent,category4_surface_mentions,https://github.com/open-gitagent/gitagent.git,289,58,False,MIT,2026-04-20T14:59:01-04:00,6,0-30d,2,0,0,1,1,0,25,15,0,0,3,True,tool_or_skill_poisoning_surface,1
category4_surface_mentions/open-mercato__open-mercato,open-mercato__open-mercato,category4_surface_mentions,https://github.com/open-mercato/open-mercato.git,1200,240,False,MIT,2026-04-12T13:07:15+02:00,14,0-30d,18,0,1,16,2,0,73,22,0,0,2,True,tool_or_skill_poisoning_surface,4
category4_surface_mentions/openakita__openakita,openakita__openakita,category4_surface_mentions,https://github.com/openakita/openakita.git,1700,224,False,Apache-2.0,2026-04-21T11:49:00+08:00,6,0-30d,63,0,2,61,2,0,280,259,0,0,3,True,unsafe_command_or_execution_surface,13
category4_surface_mentions/openedclaude__claude-reviews-claude,openedclaude__claude-reviews-claude,category4_surface_mentions,https://github.com/openedclaude/claude-reviews-claude.git,1400,665,False,MIT,2026-04-02T03:52:39+08:00,25,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/oraios__serena,oraios__serena,category4_surface_mentions,https://github.com/oraios/serena.git,23500,1600,False,MIT,2026-04-20T19:58:39+02:00,6,0-30d,0,0,0,0,0,0,3,0,0,0,1,False,,
category4_surface_mentions/paperclipai__paperclip,paperclipai__paperclip,category4_surface_mentions,https://github.com/paperclipai/paperclip.git,59300,10300,False,MIT,2026-04-20T16:03:57-05:00,6,0-30d,7,0,0,7,0,0,16,13,0,0,2,True,agent_role_or_goal_manipulation,2
category4_surface_mentions/peterkrueck__Claude-Code-Development-Kit,peterkrueck__Claude-Code-Development-Kit,category4_surface_mentions,https://github.com/peterkrueck/Claude-Code-Development-Kit.git,1300,154,False,MIT,2026-04-08T00:48:42+03:00,19,0-30d,4,0,0,4,0,0,9,7,0,0,2,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/phodal__auto-dev,phodal__auto-dev,category4_surface_mentions,https://github.com/phodal/auto-dev.git,4500,486,False,MPL-2.0,2026-04-11T09:32:35+08:00,16,0-30d,1,0,0,1,0,0,8,5,0,2,3,True,autonomous_execution_or_looping,1
category4_surface_mentions/phpdocker-io__phpdocker.io,phpdocker-io__phpdocker.io,category4_surface_mentions,https://github.com/phpdocker-io/phpdocker.io.git,911,100,False,License,2026-03-12T14:39:14+00:00,45,31-90d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/pingcap__ossinsight,pingcap__ossinsight,category4_surface_mentions,https://github.com/pingcap/ossinsight.git,2400,421,False,Apache-2.0,2026-04-13T12:58:07+08:00,14,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/piomin__claude-ai-spring-boot,piomin__claude-ai-spring-boot,category4_surface_mentions,https://github.com/piomin/claude-ai-spring-boot.git,1100,358,False,Apache-2.0,2026-03-25T08:38:32+01:00,33,31-90d,0,0,0,0,0,0,7,5,1,0,3,True,,
category4_surface_mentions/plbrault__youre-the-os,plbrault__youre-the-os,category4_surface_mentions,https://github.com/plbrault/youre-the-os.git,1900,77,False,GPL-3.0,2026-04-18T17:04:32-04:00,8,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/pollen-robotics__reachy_mini,pollen-robotics__reachy_mini,category4_surface_mentions,https://github.com/pollen-robotics/reachy_mini.git,1100,210,False,Apache-2.0,2026-04-20T14:27:57+02:00,6,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/processing__p5.js,processing__p5.js,category4_surface_mentions,https://github.com/processing/p5.js.git,23600,3800,False,LGPL-2.1,2026-04-20T18:53:59-04:00,6,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/promptslab__Awesome-Prompt-Engineering,promptslab__Awesome-Prompt-Engineering,category4_surface_mentions,https://github.com/promptslab/Awesome-Prompt-Engineering.git,5800,655,False,Apache-2.0,2026-04-20T08:22:08+00:00,7,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/puikinsh__Adminator-admin-dashboard,puikinsh__Adminator-admin-dashboard,category4_surface_mentions,https://github.com/puikinsh/Adminator-admin-dashboard.git,4600,1800,False,MIT,2026-02-10T20:39:54+01:00,75,31-90d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/qarmin__czkawka,qarmin__czkawka,category4_surface_mentions,https://github.com/qarmin/czkawka.git,30700,1000,False,MIT,2026-04-21T08:25:35+02:00,6,0-30d,0,0,0,0,0,0,6,0,0,0,1,False,,
category4_surface_mentions/qdhenry__Claude-Command-Suite,qdhenry__Claude-Command-Suite,category4_surface_mentions,https://github.com/qdhenry/Claude-Command-Suite.git,1200,142,False,,2026-03-01T11:51:26-05:00,56,31-90d,6,0,1,6,0,0,12,12,0,0,2,True,tool_or_skill_poisoning_surface,2
category4_surface_mentions/qwibitai__nanoclaw,qwibitai__nanoclaw,category4_surface_mentions,https://github.com/qwibitai/nanoclaw.git,28200,12700,False,MIT,2026-04-18T12:04:32+03:00,8,0-30d,27,0,2,22,5,0,40,36,0,1,3,True,unsafe_command_or_execution_surface,3
category4_surface_mentions/rabbitmq__rabbitmq-server,rabbitmq__rabbitmq-server,category4_surface_mentions,https://github.com/rabbitmq/rabbitmq-server.git,13600,4000,False,License,2026-04-20T20:40:58-07:00,6,0-30d,0,0,0,0,0,0,4,0,0,0,1,False,,
category4_surface_mentions/rafska__awesome-local-llm,rafska__awesome-local-llm,category4_surface_mentions,https://github.com/rafska/awesome-local-llm.git,1600,169,False,MIT,2026-04-18T20:52:43+02:00,8,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/raine__workmux,raine__workmux,category4_surface_mentions,https://github.com/raine/workmux.git,1400,92,False,MIT,2026-04-18T14:30:45+03:00,8,0-30d,4,0,2,4,0,0,7,6,1,0,3,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/raphaelmansuy__edgequake,raphaelmansuy__edgequake,category4_surface_mentions,https://github.com/raphaelmansuy/edgequake.git,1900,213,False,Apache-2.0,2026-04-19T23:37:31+08:00,7,0-30d,7,0,0,7,0,0,13,10,0,2,3,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/rberg27__doom-coding,rberg27__doom-coding,category4_surface_mentions,https://github.com/rberg27/doom-coding.git,1700,56,False,,2026-01-15T17:21:18-05:00,101,91-180d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/rcortx__kiwiq,rcortx__kiwiq,category4_surface_mentions,https://github.com/rcortx/kiwiq.git,1000,116,False,Apache-2.0,2026-04-14T00:03:02+05:30,13,0-30d,0,0,0,0,0,0,3,0,0,0,1,False,,
category4_surface_mentions/repowise-dev__repowise,repowise-dev__repowise,category4_surface_mentions,https://github.com/repowise-dev/repowise.git,1300,193,False,License,2026-04-13T22:57:04+05:30,13,0-30d,0,0,0,0,0,0,6,4,1,1,4,True,,
category4_surface_mentions/rohitg00__agentmemory,rohitg00__agentmemory,category4_surface_mentions,https://github.com/rohitg00/agentmemory.git,2000,204,False,Apache-2.0,2026-04-21T00:44:11+01:00,6,0-30d,0,0,0,0,0,0,7,4,1,1,4,True,,
category4_surface_mentions/rohitg00__awesome-claude-code-toolkit,rohitg00__awesome-claude-code-toolkit,category4_surface_mentions,https://github.com/rohitg00/awesome-claude-code-toolkit.git,1400,440,False,Apache-2.0,2026-04-20T09:50:07+01:00,7,0-30d,11,0,0,11,0,0,159,38,121,0,3,True,unsafe_command_or_execution_surface,3
category4_surface_mentions/rohitg00__pro-workflow,rohitg00__pro-workflow,category4_surface_mentions,https://github.com/rohitg00/pro-workflow.git,2000,192,False,,2026-04-17T16:10:17+01:00,9,0-30d,8,0,0,8,0,0,33,28,2,0,3,True,credential_or_pii_exposure_surface,1
category4_surface_mentions/rohitg00__skillkit,rohitg00__skillkit,category4_surface_mentions,https://github.com/rohitg00/skillkit.git,891,83,False,Apache-2.0,2026-04-21T00:29:11+01:00,6,0-30d,0,0,0,0,0,0,17,17,0,0,2,True,,
category4_surface_mentions/rsyslog__rsyslog,rsyslog__rsyslog,category4_surface_mentions,https://github.com/rsyslog/rsyslog.git,2300,718,False,LGPL-3.0,2026-04-20T12:42:42+02:00,6,0-30d,3,0,0,3,0,0,25,7,0,0,2,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/rtk-ai__rtk,rtk-ai__rtk,category4_surface_mentions,https://github.com/rtk-ai/rtk.git,36500,2200,False,Apache-2.0,2026-04-20T19:57:01+02:00,6,0-30d,4,0,1,4,0,0,14,12,0,0,2,True,unsafe_command_or_execution_surface,1
category4_surface_mentions/run-llama__liteparse,run-llama__liteparse,category4_surface_mentions,https://github.com/run-llama/liteparse.git,4900,317,False,Apache-2.0,2026-04-20T14:43:09-06:00,6,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/rust-lang__crates.io,rust-lang__crates.io,category4_surface_mentions,https://github.com/rust-lang/crates.io.git,3500,710,False,Apache-2.0,2026-04-20T20:37:55+02:00,6,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/ruvnet__ruflo,ruvnet__ruflo,category4_surface_mentions,https://github.com/ruvnet/ruflo.git,33600,3800,False,MIT,2026-04-11T12:20:01-04:00,15,0-30d,83,0,6,78,5,0,280,266,2,1,4,True,unsafe_command_or_execution_surface,15
category4_surface_mentions/ryfineZ__codex-session-patcher,ryfineZ__codex-session-patcher,category4_surface_mentions,https://github.com/ryfineZ/codex-session-patcher.git,1000,201,False,,2026-04-16T14:51:46+08:00,11,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/safishamsi__graphify,safishamsi__graphify,category4_surface_mentions,https://github.com/safishamsi/graphify.git,35900,4000,False,MIT,2026-04-20T19:13:40+01:00,6,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/saleor__storefront,saleor__storefront,category4_surface_mentions,https://github.com/saleor/storefront.git,1400,821,False,License,2026-04-16T14:46:09+02:00,10,0-30d,0,0,0,0,0,0,4,1,0,0,2,True,,
category4_surface_mentions/samber__cc-skills-golang,samber__cc-skills-golang,category4_surface_mentions,https://github.com/samber/cc-skills-golang.git,1400,83,False,MIT,2026-04-13T17:19:26+02:00,13,0-30d,20,0,0,20,0,0,38,35,2,0,3,True,tool_or_skill_poisoning_surface,3
category4_surface_mentions/samugit83__redamon,samugit83__redamon,category4_surface_mentions,https://github.com/samugit83/redamon.git,1800,379,False,MIT,2026-04-20T23:55:30+02:00,6,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/sanbuphy__learn-coding-agent,sanbuphy__learn-coding-agent,category4_surface_mentions,https://github.com/sanbuphy/learn-coding-agent.git,11700,19700,False,,2026-04-01T18:55:02+08:00,25,0-30d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/santifer__career-ops,santifer__career-ops,category4_surface_mentions,https://github.com/santifer/career-ops.git,40100,8300,False,MIT,2026-04-19T13:26:59+02:00,7,0-30d,0,0,0,0,0,0,4,1,0,0,2,True,,
category4_surface_mentions/severity1__claude-code-prompt-improver,severity1__claude-code-prompt-improver,category4_surface_mentions,https://github.com/severity1/claude-code-prompt-improver.git,1400,119,False,MIT,2026-02-14T13:34:38+10:00,72,31-90d,0,0,0,0,0,0,3,1,1,0,3,True,,
category4_surface_mentions/shanraisshan__claude-code-best-practice,shanraisshan__claude-code-best-practice,category4_surface_mentions,https://github.com/shanraisshan/claude-code-best-practice.git,48500,4800,False,MIT,2026-04-20T00:50:49+05:00,7,0-30d,0,0,0,0,0,0,11,9,0,1,3,True,,
category4_surface_mentions/shareAI-lab__Kode-Agent,shareAI-lab__Kode-Agent,category4_surface_mentions,https://github.com/shareAI-lab/Kode-Agent.git,5000,749,False,Apache-2.0,2026-01-24T04:20:17+08:00,93,91-180d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/shareAI-lab__claw0,shareAI-lab__claw0,category4_surface_mentions,https://github.com/shareAI-lab/claw0.git,2400,279,False,,2026-03-18T18:58:39+08:00,39,31-90d,0,0,0,0,0,0,2,1,0,0,2,True,,
category4_surface_mentions/shcherbak-ai__contextgem,shcherbak-ai__contextgem,category4_surface_mentions,https://github.com/shcherbak-ai/contextgem.git,1800,154,False,Apache-2.0,2026-03-16T01:08:14+01:00,42,31-90d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/sheeki03__tirith,sheeki03__tirith,category4_surface_mentions,https://github.com/sheeki03/tirith.git,2300,77,False,AGPL-3.0,2026-04-08T12:08:26+05:30,19,0-30d,0,0,0,0,0,0,2,1,0,1,3,True,,
category4_surface_mentions/sickn33__antigravity-awesome-skills,sickn33__antigravity-awesome-skills,category4_surface_mentions,https://github.com/sickn33/antigravity-awesome-skills.git,35300,5800,False,MIT,2026-04-21T06:40:27+00:00,6,0-30d,1907,36,9,1785,101,3,4571,4464,78,0,3,True,agent_role_or_goal_manipulation,205
category4_surface_mentions/silverstein__minutes,silverstein__minutes,category4_surface_mentions,https://github.com/silverstein/minutes.git,1100,116,False,MIT,2026-04-20T15:24:48-07:00,6,0-30d,15,0,6,15,0,0,67,63,1,0,4,True,unsafe_command_or_execution_surface,3
category4_surface_mentions/sirmalloc__ccstatusline,sirmalloc__ccstatusline,category4_surface_mentions,https://github.com/sirmalloc/ccstatusline.git,8400,371,False,MIT,2026-04-20T22:41:44-04:00,6,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/snarktank__antfarm,snarktank__antfarm,category4_surface_mentions,https://github.com/snarktank/antfarm.git,2400,438,False,MIT,2026-02-26T12:39:04-05:00,59,31-90d,0,0,0,0,0,0,16,1,0,0,2,True,,
category4_surface_mentions/snarktank__clawchief,snarktank__clawchief,category4_surface_mentions,https://github.com/snarktank/clawchief.git,983,105,False,,2026-04-09T00:31:53-04:00,18,0-30d,0,0,0,0,0,0,4,4,0,0,2,True,,
category4_surface_mentions/snarktank__ralph,snarktank__ralph,category4_surface_mentions,https://github.com/snarktank/ralph.git,17900,1800,False,MIT,2026-02-01T20:46:21-05:00,84,31-90d,0,0,0,0,0,0,5,2,1,0,3,True,,
category4_surface_mentions/snwfdhmp__awesome-ralph,snwfdhmp__awesome-ralph,category4_surface_mentions,https://github.com/snwfdhmp/awesome-ralph.git,866,65,False,,2026-02-03T09:34:42+01:00,83,31-90d,0,0,0,0,0,0,0,0,0,0,0,False,,
category4_surface_mentions/spacedriveapp__spacebot,spacedriveapp__spacebot,category4_surface_mentions,https://github.com/spacedriveapp/spacebot.git,2200,335,False,License,2026-04-19T19:39:34-07:00,7,0-30d,2,0,1,2,0,0,12,11,0,0,2,True,autonomous_execution_or_looping,1
category4_surface_mentions/spree__spree,spree__spree,category4_surface_mentions,https://github.com/spree/spree.git,15400,5300,False,BSD-3-Clause,2026-04-16T20:05:46+02:00,10,0-30d,0,0,0,0,0,0,2,0,0,0,1,False,,
category4_surface_mentions/stackql__stackql,stackql__stackql,category4_surface_mentions,https://github.com/stackql/stackql.git,842,79,False,MIT,2026-04-17T20:26:43+10:00,9,0-30d,0,0,0,0,0,0,2,0,0,1,2,False,,
category4_surface_mentions/steipete__agent-scripts,steipete__agent-scripts,category4_surface_mentions,https://github.com/steipete/agent-scripts.git,2400,244,False,License,2026-03-13T18:36:47+00:00,44,31-90d,4,0,0,4,0,0,19,19,0,0,2,True,unsafe_command_or_execution_surface,2
category4_surface_mentions/steipete__oracle,steipete__oracle,category4_surface_mentions,https://github.com/steipete/oracle.git,2100,198,False,License,2026-03-21T10:15:02-07:00,36,31-90d,0,0,0,0,0,0,2,1,0,0,2,True,,
category4_surface_mentions/stellarlinkco__myclaude,stellarlinkco__myclaude,category4_surface_mentions,https://github.com/stellarlinkco/myclaude.git,2600,295,False,AGPL-3.0,2026-04-09T13:15:20+08:00,18,0-30d,5,0,2,5,0,0,17,11,5,0,3,True,credential_or_pii_exposure_surface,1
category4_surface_mentions/study8677__antigravity-workspace-template,study8677__antigravity-workspace-template,category4_surface_mentions,https://github.com/study8677/antigravity-workspace-template.git,1200,243,False,MIT,2026-04-20T20:07:39+08:00,6,0-30d,0,0,0,0,0,0,13,5,0,0,2,True,,
category4_surface_mentions/subsy__ralph-tui,subsy__ralph-tui,category4_surface_mentions,https://github.com/subsy/ralph-tui.git,2300,219,False,MIT,2026-03-13T16:53:54+00:00,44,31-90d,0,0,0,0,0,0,6,4,0,0,2,True,,
category4_surface_mentions/sugyan__claude-code-webui,sugyan__claude-code-webui,category4_surface_mentions,https://github.com/sugyan/claude-code-webui.git,1100,243,False,MIT,2025-09-29T06:50:57+00:00,210,181-365d,0,0,0,0,0,0,2,0,0,1,2,False,,
category4_surface_mentions/superagent-ai__grok-cli,superagent-ai__grok-cli,category4_surface_mentions,https://github.com/superagent-ai/grok-cli.git,3000,364,False,MIT,2026-04-18T18:31:53+02:00,8,0-30d,0,0,0,0,0,0,4,3,0,0,2,True,,
category4_surface_mentions/suyiiyii__AutoGLM-GUI,suyiiyii__AutoGLM-GUI,category4_surface_mentions,https://github.com/suyiiyii/AutoGLM-GUI.git,,,False,Apache-2.0,2026-04-19T03:58:11+08:00,8,0-30d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/swyxio__ai-notes,swyxio__ai-notes,category4_surface_mentions,https://github.com/swyxio/ai-notes.git,6200,553,False,MIT,2026-02-15T22:45:25-08:00,70,31-90d,0,0,0,0,0,0,1,0,0,0,1,False,,
category4_surface_mentions/synthetic-lab__octofriend,synthetic-lab__octofriend,category4_surface_mentions,https://github.com/synthetic-lab/octofriend.git,965,75,False,MIT,2026-03-25T14:18:24-07:00,32,31-90d,0,0,0,0,0,0,1,1,0,0,2,True,,
