repo_key,repo_name,repo_path,origin_url,github_owner,github_repo,html_metadata_ok,stars,forks,archived,license,last_commit_at,first_commit_at,commit_count,days_since_last_commit,repo_age_days,stale_bucket,recently_active_90d
category3_custom_agents_instructions_skills/Shubhamsaboo__awesome-llm-apps,Shubhamsaboo__awesome-llm-apps,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/Shubhamsaboo__awesome-llm-apps,https://github.com/Shubhamsaboo/awesome-llm-apps.git,Shubhamsaboo,awesome-llm-apps,True,108000,15900,False,Apache-2.0,2026-04-18T23:07:13-07:00,2026-04-18T23:07:13-07:00,1,8,8,0-30d,True
category3_custom_agents_instructions_skills/VoltAgent__awesome-agent-skills,VoltAgent__awesome-agent-skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/VoltAgent__awesome-agent-skills,https://github.com/VoltAgent/awesome-agent-skills.git,VoltAgent,awesome-agent-skills,True,19000,2000,False,MIT,2026-04-20T08:58:58+03:00,2026-04-20T08:58:58+03:00,1,7,7,0-30d,True
category3_custom_agents_instructions_skills/VoltAgent__voltagent,VoltAgent__voltagent,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/VoltAgent__voltagent,https://github.com/VoltAgent/voltagent.git,VoltAgent,voltagent,True,8500,848,False,MIT,2026-04-15T07:24:29+03:00,2026-04-15T07:24:29+03:00,1,12,12,0-30d,True
category3_custom_agents_instructions_skills/affaan-m__everything-claude-code,affaan-m__everything-claude-code,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/affaan-m__everything-claude-code,https://github.com/affaan-m/everything-claude-code.git,affaan-m,everything-claude-code,True,168000,26000,False,MIT,2026-04-19T14:02:52-07:00,2026-04-19T14:02:52-07:00,1,7,7,0-30d,True
category3_custom_agents_instructions_skills/anthropics__skills,anthropics__skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/anthropics__skills,https://github.com/anthropics/skills.git,anthropics,skills,True,125000,14600,False,,2026-04-16T15:12:57-04:00,2026-04-16T15:12:57-04:00,1,10,10,0-30d,True
category3_custom_agents_instructions_skills/awesome-chatgpt-prompts__awesome-chatgpt-prompts-github,awesome-chatgpt-prompts__awesome-chatgpt-prompts-github,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/awesome-chatgpt-prompts__awesome-chatgpt-prompts-github,https://github.com/awesome-chatgpt-prompts/awesome-chatgpt-prompts-github.git,awesome-chatgpt-prompts,awesome-chatgpt-prompts-github,True,104,13,False,CC0-1.0,2023-10-12T18:52:24+00:00,2023-10-12T18:52:24+00:00,1,927,927,365d+,False
category3_custom_agents_instructions_skills/f__prompts.chat,f__prompts.chat,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/f__prompts.chat,https://github.com/f/prompts.chat.git,f,prompts.chat,True,161000,21000,False,License,2026-04-20T04:10:41+00:00,2026-04-20T04:10:41+00:00,1,7,7,0-30d,True
category3_custom_agents_instructions_skills/github__awesome-copilot,github__awesome-copilot,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/github__awesome-copilot,https://github.com/github/awesome-copilot.git,github,awesome-copilot,True,31300,3800,False,MIT,2026-04-20T05:09:42+00:00,2026-04-20T05:09:42+00:00,1,7,7,0-30d,True
category3_custom_agents_instructions_skills/github__spec-kit,github__spec-kit,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/github__spec-kit,https://github.com/github/spec-kit.git,github,spec-kit,True,91100,7900,False,MIT,2026-04-20T11:57:45-05:00,2026-04-20T11:57:45-05:00,1,6,6,0-30d,True
category3_custom_agents_instructions_skills/jaktestowac__awesome-copilot-for-testers,jaktestowac__awesome-copilot-for-testers,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/jaktestowac__awesome-copilot-for-testers,https://github.com/jaktestowac/awesome-copilot-for-testers.git,jaktestowac,awesome-copilot-for-testers,True,78,14,False,MIT,2026-04-12T19:49:32+02:00,2026-04-12T19:49:32+02:00,1,14,14,0-30d,True
category3_custom_agents_instructions_skills/karanb192__awesome-claude-skills,karanb192__awesome-claude-skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/karanb192__awesome-claude-skills,https://github.com/karanb192/awesome-claude-skills.git,karanb192,awesome-claude-skills,True,279,65,False,MIT,2025-10-21T18:17:14+05:30,2025-10-21T18:17:14+05:30,1,187,187,181-365d,False
category3_custom_agents_instructions_skills/kodustech__awesome-agent-skills,kodustech__awesome-agent-skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/kodustech__awesome-agent-skills,https://github.com/kodustech/awesome-agent-skills.git,kodustech,awesome-agent-skills,True,52,15,False,,2026-01-27T15:18:42-03:00,2026-01-27T15:18:42-03:00,1,89,89,31-90d,True
category3_custom_agents_instructions_skills/langchain-ai__langchain-academy,langchain-ai__langchain-academy,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/langchain-ai__langchain-academy,https://github.com/langchain-ai/langchain-academy.git,langchain-ai,langchain-academy,True,2600,1700,False,,2026-04-15T22:42:50-07:00,2026-04-15T22:42:50-07:00,1,11,11,0-30d,True
category3_custom_agents_instructions_skills/lichihho__awesome-claude-skills,lichihho__awesome-claude-skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/lichihho__awesome-claude-skills,https://github.com/lichihho/awesome-claude-skills.git,lichihho,awesome-claude-skills,True,0,0,False,License,2026-01-22T17:13:18+03:00,2026-01-22T17:13:18+03:00,1,94,94,91-180d,False
category3_custom_agents_instructions_skills/microsoft__copilot-camp,microsoft__copilot-camp,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/microsoft__copilot-camp,https://github.com/microsoft/copilot-camp.git,microsoft,copilot-camp,True,550,143,False,MIT,2026-04-21T00:50:38+10:00,2026-04-21T00:50:38+10:00,1,6,6,0-30d,True
category3_custom_agents_instructions_skills/microsoft__prompt-engine,microsoft__prompt-engine,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/microsoft__prompt-engine,https://github.com/microsoft/prompt-engine.git,microsoft,prompt-engine,True,2700,121,False,MIT,2022-10-12T11:15:02-07:00,2022-10-12T11:15:02-07:00,1,1292,1292,365d+,False
category3_custom_agents_instructions_skills/msitarzewski__agency-agents,msitarzewski__agency-agents,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/msitarzewski__agency-agents,https://github.com/msitarzewski/agency-agents.git,msitarzewski,agency-agents,True,87600,14100,False,MIT,2026-04-11T23:25:59-05:00,2026-04-11T23:25:59-05:00,1,15,15,0-30d,True
category3_custom_agents_instructions_skills/openai__openai-cookbook,openai__openai-cookbook,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/openai__openai-cookbook,https://github.com/openai/openai-cookbook.git,openai,openai-cookbook,True,73000,12300,False,MIT,2026-04-15T09:34:06-07:00,2026-04-15T09:34:06-07:00,1,11,11,0-30d,True
category3_custom_agents_instructions_skills/punkpeye__awesome-mcp-servers,punkpeye__awesome-mcp-servers,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/punkpeye__awesome-mcp-servers,https://github.com/punkpeye/awesome-mcp-servers.git,punkpeye,awesome-mcp-servers,True,85700,9500,False,MIT,2026-04-15T07:10:49-06:00,2026-04-15T07:10:49-06:00,1,11,11,0-30d,True
category3_custom_agents_instructions_skills/secondsky__claude-skills,secondsky__claude-skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/secondsky__claude-skills,https://github.com/secondsky/claude-skills.git,secondsky,claude-skills,True,123,16,False,MIT,2026-04-08T19:14:16+02:00,2026-04-08T19:14:16+02:00,1,18,18,0-30d,True
category3_custom_agents_instructions_skills/skillcreatorai__Awesome-Agent-Skills,skillcreatorai__Awesome-Agent-Skills,../agent-instruction-corpus/clones/category3_custom_agents_instructions_skills/skillcreatorai__Awesome-Agent-Skills,https://github.com/skillcreatorai/Awesome-Agent-Skills.git,skillcreatorai,Awesome-Agent-Skills,True,154,12,False,,2025-12-18T18:46:15-05:00,2025-12-18T18:46:15-05:00,1,129,129,91-180d,False
category4_surface_mentions/1st1__lat.md,1st1__lat.md,../agent-instruction-corpus/clones/category4_surface_mentions/1st1__lat.md,https://github.com/1st1/lat.md.git,1st1,lat.md,True,1000,55,False,MIT,2026-04-02T10:39:24-07:00,2026-04-02T10:39:24-07:00,1,24,24,0-30d,True
category4_surface_mentions/2025Emma__vibe-coding-cn,2025Emma__vibe-coding-cn,../agent-instruction-corpus/clones/category4_surface_mentions/2025Emma__vibe-coding-cn,https://github.com/2025Emma/vibe-coding-cn.git,2025Emma,vibe-coding-cn,True,20000,2200,False,MIT,2025-12-16T23:40:48+08:00,2025-12-16T23:40:48+08:00,1,131,131,91-180d,False
category4_surface_mentions/21st-dev__1code,21st-dev__1code,../agent-instruction-corpus/clones/category4_surface_mentions/21st-dev__1code,https://github.com/21st-dev/1code.git,21st-dev,1code,True,5500,597,False,Apache-2.0,2026-02-24T17:27:08-03:00,2026-02-24T17:27:08-03:00,1,61,61,31-90d,True
category4_surface_mentions/Aaronontheweb__dotnet-skills,Aaronontheweb__dotnet-skills,../agent-instruction-corpus/clones/category4_surface_mentions/Aaronontheweb__dotnet-skills,https://github.com/Aaronontheweb/dotnet-skills.git,Aaronontheweb,dotnet-skills,True,883,79,False,MIT,2026-04-15T21:05:39-05:00,2026-04-15T21:05:39-05:00,1,11,11,0-30d,True
category4_surface_mentions/AgriciDaniel__claude-obsidian,AgriciDaniel__claude-obsidian,../agent-instruction-corpus/clones/category4_surface_mentions/AgriciDaniel__claude-obsidian,https://github.com/AgriciDaniel/claude-obsidian.git,AgriciDaniel,claude-obsidian,True,3500,410,False,MIT,2026-04-14T01:14:59+03:00,2026-04-14T01:14:59+03:00,1,13,13,0-30d,True
category4_surface_mentions/Alex-Rachel__TEngine,Alex-Rachel__TEngine,../agent-instruction-corpus/clones/category4_surface_mentions/Alex-Rachel__TEngine,https://github.com/Alex-Rachel/TEngine.git,Alex-Rachel,TEngine,True,2100,523,False,MIT,2026-04-20T14:45:44+08:00,2026-04-20T14:45:44+08:00,1,7,7,0-30d,True
category4_surface_mentions/AlexAnys__awesome-openclaw-usecases-zh,AlexAnys__awesome-openclaw-usecases-zh,../agent-instruction-corpus/clones/category4_surface_mentions/AlexAnys__awesome-openclaw-usecases-zh,https://github.com/AlexAnys/awesome-openclaw-usecases-zh.git,AlexAnys,awesome-openclaw-usecases-zh,True,3900,427,False,MIT,2026-04-20T23:36:09+08:00,2026-04-20T23:36:09+08:00,1,6,6,0-30d,True
category4_surface_mentions/AlexsJones__llmfit,AlexsJones__llmfit,../agent-instruction-corpus/clones/category4_surface_mentions/AlexsJones__llmfit,https://github.com/AlexsJones/llmfit.git,AlexsJones,llmfit,True,24700,1500,False,MIT,2026-04-20T20:57:21+01:00,2026-04-20T20:57:21+01:00,1,6,6,0-30d,True
category4_surface_mentions/Arthur-Ficial__apfel,Arthur-Ficial__apfel,../agent-instruction-corpus/clones/category4_surface_mentions/Arthur-Ficial__apfel,https://github.com/Arthur-Ficial/apfel.git,Arthur-Ficial,apfel,True,5100,192,False,MIT,2026-04-20T12:54:06+02:00,2026-04-20T12:54:06+02:00,1,6,6,0-30d,True
category4_surface_mentions/AvdLee__SwiftUI-Agent-Skill,AvdLee__SwiftUI-Agent-Skill,../agent-instruction-corpus/clones/category4_surface_mentions/AvdLee__SwiftUI-Agent-Skill,https://github.com/AvdLee/SwiftUI-Agent-Skill.git,AvdLee,SwiftUI-Agent-Skill,True,2700,122,False,MIT,2026-04-14T10:08:07+02:00,2026-04-14T10:08:07+02:00,1,13,13,0-30d,True
category4_surface_mentions/Azure__azure-sdk-for-go,Azure__azure-sdk-for-go,../agent-instruction-corpus/clones/category4_surface_mentions/Azure__azure-sdk-for-go,https://github.com/Azure/azure-sdk-for-go.git,Azure,azure-sdk-for-go,True,1800,973,False,MIT,2026-04-21T06:28:26+00:00,2026-04-21T06:28:26+00:00,1,6,6,0-30d,True
category4_surface_mentions/Azure__azure-sdk-for-net,Azure__azure-sdk-for-net,../agent-instruction-corpus/clones/category4_surface_mentions/Azure__azure-sdk-for-net,https://github.com/Azure/azure-sdk-for-net.git,Azure,azure-sdk-for-net,True,6000,5100,False,MIT,2026-04-21T14:33:16+08:00,2026-04-21T14:33:16+08:00,1,6,6,0-30d,True
category4_surface_mentions/Azure__azure-sdk-for-rust,Azure__azure-sdk-for-rust,../agent-instruction-corpus/clones/category4_surface_mentions/Azure__azure-sdk-for-rust,https://github.com/Azure/azure-sdk-for-rust.git,Azure,azure-sdk-for-rust,True,871,345,False,MIT,2026-04-20T20:58:05+00:00,2026-04-20T20:58:05+00:00,1,6,6,0-30d,True
category4_surface_mentions/BayramAnnakov__claude-reflect,BayramAnnakov__claude-reflect,../agent-instruction-corpus/clones/category4_surface_mentions/BayramAnnakov__claude-reflect,https://github.com/BayramAnnakov/claude-reflect.git,BayramAnnakov,claude-reflect,True,1000,79,False,MIT,2026-03-16T12:41:08-07:00,2026-03-16T12:41:08-07:00,1,41,41,31-90d,True
category4_surface_mentions/BehiSecc__awesome-claude-skills,BehiSecc__awesome-claude-skills,../agent-instruction-corpus/clones/category4_surface_mentions/BehiSecc__awesome-claude-skills,https://github.com/BehiSecc/awesome-claude-skills.git,BehiSecc,awesome-claude-skills,True,8800,1100,False,,2026-04-01T11:54:45+03:30,2026-04-01T11:54:45+03:30,1,26,26,0-30d,True
category4_surface_mentions/Besty0728__Unity-Skills,Besty0728__Unity-Skills,../agent-instruction-corpus/clones/category4_surface_mentions/Besty0728__Unity-Skills,https://github.com/Besty0728/Unity-Skills.git,Besty0728,Unity-Skills,True,861,101,False,MIT,2026-04-20T15:03:44+08:00,2026-04-20T15:03:44+08:00,1,7,7,0-30d,True
category4_surface_mentions/ChrisWiles__claude-code-showcase,ChrisWiles__claude-code-showcase,../agent-instruction-corpus/clones/category4_surface_mentions/ChrisWiles__claude-code-showcase,https://github.com/ChrisWiles/claude-code-showcase.git,ChrisWiles,claude-code-showcase,True,5800,542,False,,2026-01-06T13:05:17-06:00,2026-01-06T13:05:17-06:00,1,110,110,91-180d,False
category4_surface_mentions/ClaytonFarr__ralph-playbook,ClaytonFarr__ralph-playbook,../agent-instruction-corpus/clones/category4_surface_mentions/ClaytonFarr__ralph-playbook,https://github.com/ClaytonFarr/ralph-playbook.git,ClaytonFarr,ralph-playbook,True,964,243,False,MIT,2026-03-06T14:56:54-07:00,2026-03-06T14:56:54-07:00,1,51,51,31-90d,True
category4_surface_mentions/ClickHouse__clickhouse-go,ClickHouse__clickhouse-go,../agent-instruction-corpus/clones/category4_surface_mentions/ClickHouse__clickhouse-go,https://github.com/ClickHouse/clickhouse-go.git,ClickHouse,clickhouse-go,True,3300,653,False,Apache-2.0,2026-04-20T15:37:34+02:00,2026-04-20T15:37:34+02:00,1,6,6,0-30d,True
category4_surface_mentions/CloudAI-X__claude-workflow-v2,CloudAI-X__claude-workflow-v2,../agent-instruction-corpus/clones/category4_surface_mentions/CloudAI-X__claude-workflow-v2,https://github.com/CloudAI-X/claude-workflow-v2.git,CloudAI-X,claude-workflow-v2,True,1300,188,False,MIT,2026-02-14T21:05:44+03:00,2026-02-14T21:05:44+03:00,1,71,71,31-90d,True
category4_surface_mentions/CoderLuii__HolyClaude,CoderLuii__HolyClaude,../agent-instruction-corpus/clones/category4_surface_mentions/CoderLuii__HolyClaude,https://github.com/CoderLuii/HolyClaude.git,CoderLuii,HolyClaude,True,2100,225,False,MIT,2026-04-10T09:58:00+00:00,2026-04-10T09:58:00+00:00,1,16,16,0-30d,True
category4_surface_mentions/CortexReach__memory-lancedb-pro,CortexReach__memory-lancedb-pro,../agent-instruction-corpus/clones/category4_surface_mentions/CortexReach__memory-lancedb-pro,https://github.com/CortexReach/memory-lancedb-pro.git,CortexReach,memory-lancedb-pro,True,4300,701,False,,2026-04-20T19:47:05+08:00,2026-04-20T19:47:05+08:00,1,6,6,0-30d,True
category4_surface_mentions/Cranot__claude-code-guide,Cranot__claude-code-guide,../agent-instruction-corpus/clones/category4_surface_mentions/Cranot__claude-code-guide,https://github.com/Cranot/claude-code-guide.git,Cranot,claude-code-guide,True,2600,289,False,,2026-02-14T12:24:18+02:00,2026-02-14T12:24:18+02:00,1,71,71,31-90d,True
category4_surface_mentions/Datus-ai__Datus-agent,Datus-ai__Datus-agent,../agent-instruction-corpus/clones/category4_surface_mentions/Datus-ai__Datus-agent,https://github.com/Datus-ai/Datus-agent.git,Datus-ai,Datus-agent,True,1200,182,False,License,2026-04-21T15:00:36+08:00,2026-04-21T15:00:36+08:00,1,6,6,0-30d,True
category4_surface_mentions/DeusData__codebase-memory-mcp,DeusData__codebase-memory-mcp,../agent-instruction-corpus/clones/category4_surface_mentions/DeusData__codebase-memory-mcp,https://github.com/DeusData/codebase-memory-mcp.git,DeusData,codebase-memory-mcp,True,1900,212,False,MIT,2026-04-16T11:09:09+02:00,2026-04-16T11:09:09+02:00,1,10,10,0-30d,True
category4_surface_mentions/Dicklesworthstone__agentic_coding_flywheel_setup,Dicklesworthstone__agentic_coding_flywheel_setup,../agent-instruction-corpus/clones/category4_surface_mentions/Dicklesworthstone__agentic_coding_flywheel_setup,https://github.com/Dicklesworthstone/agentic_coding_flywheel_setup.git,Dicklesworthstone,agentic_coding_flywheel_setup,True,1400,164,False,License,2026-04-20T17:13:58-04:00,2026-04-20T17:13:58-04:00,1,6,6,0-30d,True
category4_surface_mentions/Dicklesworthstone__beads_viewer,Dicklesworthstone__beads_viewer,../agent-instruction-corpus/clones/category4_surface_mentions/Dicklesworthstone__beads_viewer,https://github.com/Dicklesworthstone/beads_viewer.git,Dicklesworthstone,beads_viewer,True,1500,120,False,License,2026-04-04T11:02:34-04:00,2026-04-04T11:02:34-04:00,1,22,22,0-30d,True
category4_surface_mentions/Dicklesworthstone__destructive_command_guard,Dicklesworthstone__destructive_command_guard,../agent-instruction-corpus/clones/category4_surface_mentions/Dicklesworthstone__destructive_command_guard,https://github.com/Dicklesworthstone/destructive_command_guard.git,Dicklesworthstone,destructive_command_guard,True,891,50,False,License,2026-04-20T23:08:59-04:00,2026-04-20T23:08:59-04:00,1,6,6,0-30d,True
category4_surface_mentions/Dicklesworthstone__mcp_agent_mail,Dicklesworthstone__mcp_agent_mail,../agent-instruction-corpus/clones/category4_surface_mentions/Dicklesworthstone__mcp_agent_mail,https://github.com/Dicklesworthstone/mcp_agent_mail.git,Dicklesworthstone,mcp_agent_mail,True,1900,195,False,License,2026-04-20T01:51:21-04:00,2026-04-20T01:51:21-04:00,1,7,7,0-30d,True
category4_surface_mentions/Donchitos__Claude-Code-Game-Studios,Donchitos__Claude-Code-Game-Studios,../agent-instruction-corpus/clones/category4_surface_mentions/Donchitos__Claude-Code-Game-Studios,https://github.com/Donchitos/Claude-Code-Game-Studios.git,Donchitos,Claude-Code-Game-Studios,True,16300,2400,False,MIT,2026-04-10T20:28:38+10:00,2026-04-10T20:28:38+10:00,1,16,16,0-30d,True
category4_surface_mentions/Ed1s0nZ__CyberStrikeAI,Ed1s0nZ__CyberStrikeAI,../agent-instruction-corpus/clones/category4_surface_mentions/Ed1s0nZ__CyberStrikeAI,https://github.com/Ed1s0nZ/CyberStrikeAI.git,Ed1s0nZ,CyberStrikeAI,True,3500,585,False,Apache-2.0,2026-04-21T01:27:46+08:00,2026-04-21T01:27:46+08:00,1,6,6,0-30d,True
category4_surface_mentions/EnzeD__vibe-coding,EnzeD__vibe-coding,../agent-instruction-corpus/clones/category4_surface_mentions/EnzeD__vibe-coding,https://github.com/EnzeD/vibe-coding.git,EnzeD,vibe-coding,True,4400,1700,False,,2026-04-17T15:49:38+02:00,2026-04-17T15:49:38+02:00,1,9,9,0-30d,True
category4_surface_mentions/Exa-Networks__exabgp,Exa-Networks__exabgp,../agent-instruction-corpus/clones/category4_surface_mentions/Exa-Networks__exabgp,https://github.com/Exa-Networks/exabgp.git,Exa-Networks,exabgp,True,2300,462,False,License,2026-04-21T03:45:46+01:00,2026-04-21T03:45:46+01:00,1,6,6,0-30d,True
category4_surface_mentions/FlorianBruniaux__claude-code-ultimate-guide,FlorianBruniaux__claude-code-ultimate-guide,../agent-instruction-corpus/clones/category4_surface_mentions/FlorianBruniaux__claude-code-ultimate-guide,https://github.com/FlorianBruniaux/claude-code-ultimate-guide.git,FlorianBruniaux,claude-code-ultimate-guide,True,4000,533,False,CC-BY-SA-4.0,2026-04-20T16:55:10+02:00,2026-04-20T16:55:10+02:00,1,6,6,0-30d,True
category4_surface_mentions/FreshRSS__FreshRSS,FreshRSS__FreshRSS,../agent-instruction-corpus/clones/category4_surface_mentions/FreshRSS__FreshRSS,https://github.com/FreshRSS/FreshRSS.git,FreshRSS,FreshRSS,True,14900,1200,False,AGPL-3.0,2026-04-20T21:47:55+02:00,2026-04-20T21:47:55+02:00,1,6,6,0-30d,True
category4_surface_mentions/GSManagerXZ__GameServerManager,GSManagerXZ__GameServerManager,../agent-instruction-corpus/clones/category4_surface_mentions/GSManagerXZ__GameServerManager,https://github.com/GSManagerXZ/GameServerManager.git,GSManagerXZ,GameServerManager,True,943,73,False,GPL-3.0,2026-04-09T13:00:58+08:00,2026-04-09T13:00:58+08:00,1,18,18,0-30d,True
category4_surface_mentions/Galaxy-Dawn__claude-scholar,Galaxy-Dawn__claude-scholar,../agent-instruction-corpus/clones/category4_surface_mentions/Galaxy-Dawn__claude-scholar,https://github.com/Galaxy-Dawn/claude-scholar.git,Galaxy-Dawn,claude-scholar,True,3500,320,False,,2026-04-15T17:27:25+08:00,2026-04-15T17:27:25+08:00,1,11,11,0-30d,True
category4_surface_mentions/Gentleman-Programming__gentleman-guardian-angel,Gentleman-Programming__gentleman-guardian-angel,../agent-instruction-corpus/clones/category4_surface_mentions/Gentleman-Programming__gentleman-guardian-angel,https://github.com/Gentleman-Programming/gentleman-guardian-angel.git,Gentleman-Programming,gentleman-guardian-angel,True,980,124,False,MIT,2026-03-29T23:31:42+02:00,2026-03-29T23:31:42+02:00,1,28,28,0-30d,True
category4_surface_mentions/GetStream__stream-chat-react,GetStream__stream-chat-react,../agent-instruction-corpus/clones/category4_surface_mentions/GetStream__stream-chat-react,https://github.com/GetStream/stream-chat-react.git,GetStream,stream-chat-react,True,829,296,False,License,2026-04-17T14:58:09+00:00,2026-04-17T14:58:09+00:00,1,9,9,0-30d,True
category4_surface_mentions/GitHubDaily__GitHubDaily,GitHubDaily__GitHubDaily,../agent-instruction-corpus/clones/category4_surface_mentions/GitHubDaily__GitHubDaily,https://github.com/GitHubDaily/GitHubDaily.git,GitHubDaily,GitHubDaily,True,46200,4600,False,,2026-01-01T02:59:14+08:00,2026-01-01T02:59:14+08:00,1,116,116,91-180d,False
category4_surface_mentions/GreenSheep01201__claw-empire,GreenSheep01201__claw-empire,../agent-instruction-corpus/clones/category4_surface_mentions/GreenSheep01201__claw-empire,https://github.com/GreenSheep01201/claw-empire.git,GreenSheep01201,claw-empire,True,1100,223,False,Apache-2.0,2026-03-17T02:17:14+09:00,2026-03-17T02:17:14+09:00,1,41,41,31-90d,True
category4_surface_mentions/GuDaStudio__codexmcp,GuDaStudio__codexmcp,../agent-instruction-corpus/clones/category4_surface_mentions/GuDaStudio__codexmcp,https://github.com/GuDaStudio/codexmcp.git,GuDaStudio,codexmcp,True,1900,102,False,MIT,2026-01-13T19:57:51+08:00,2026-01-13T19:57:51+08:00,1,103,103,91-180d,False
category4_surface_mentions/GuDaStudio__skills,GuDaStudio__skills,../agent-instruction-corpus/clones/category4_surface_mentions/GuDaStudio__skills,https://github.com/GuDaStudio/skills.git,GuDaStudio,skills,True,2000,100,False,MIT,2025-12-23T23:04:08+08:00,2025-12-23T23:04:08+08:00,1,124,124,91-180d,False
category4_surface_mentions/HKUDS__OpenHarness,HKUDS__OpenHarness,../agent-instruction-corpus/clones/category4_surface_mentions/HKUDS__OpenHarness,https://github.com/HKUDS/OpenHarness.git,HKUDS,OpenHarness,True,11400,1900,False,MIT,2026-04-20T09:13:32+00:00,2026-04-20T09:13:32+00:00,1,6,6,0-30d,True
category4_surface_mentions/HarleyCoops__Math-To-Manim,HarleyCoops__Math-To-Manim,../agent-instruction-corpus/clones/category4_surface_mentions/HarleyCoops__Math-To-Manim,https://github.com/HarleyCoops/Math-To-Manim.git,HarleyCoops,Math-To-Manim,True,1800,206,False,,2026-04-16T09:47:40-06:00,2026-04-16T09:47:40-06:00,1,10,10,0-30d,True
category4_surface_mentions/Houseofmvps__codesight,Houseofmvps__codesight,../agent-instruction-corpus/clones/category4_surface_mentions/Houseofmvps__codesight,https://github.com/Houseofmvps/codesight.git,Houseofmvps,codesight,True,982,93,False,,2026-04-18T14:40:15+00:00,2026-04-18T14:40:15+00:00,1,8,8,0-30d,True
category4_surface_mentions/Imbad0202__academic-research-skills,Imbad0202__academic-research-skills,../agent-instruction-corpus/clones/category4_surface_mentions/Imbad0202__academic-research-skills,https://github.com/Imbad0202/academic-research-skills.git,Imbad0202,academic-research-skills,True,3700,438,False,License,2026-04-20T18:03:42+08:00,2026-04-20T18:03:42+08:00,1,6,6,0-30d,True
category4_surface_mentions/Infatoshi__OpenSquirrel,Infatoshi__OpenSquirrel,../agent-instruction-corpus/clones/category4_surface_mentions/Infatoshi__OpenSquirrel,https://github.com/Infatoshi/OpenSquirrel.git,Infatoshi,OpenSquirrel,True,1300,83,False,MIT,2026-03-24T16:45:54+08:00,2026-03-24T16:45:54+08:00,1,34,34,31-90d,True
category4_surface_mentions/JCodesMore__ai-website-cloner-template,JCodesMore__ai-website-cloner-template,../agent-instruction-corpus/clones/category4_surface_mentions/JCodesMore__ai-website-cloner-template,https://github.com/JCodesMore/ai-website-cloner-template.git,JCodesMore,ai-website-cloner-template,True,12700,1900,False,MIT,2026-03-30T00:16:41-05:00,2026-03-30T00:16:41-05:00,1,28,28,0-30d,True
category4_surface_mentions/Jedward23__Tmux-Orchestrator,Jedward23__Tmux-Orchestrator,../agent-instruction-corpus/clones/category4_surface_mentions/Jedward23__Tmux-Orchestrator,https://github.com/Jedward23/Tmux-Orchestrator.git,Jedward23,Tmux-Orchestrator,True,1700,328,False,,2025-07-14T12:50:22+08:00,2025-07-14T12:50:22+08:00,1,287,287,181-365d,False
category4_surface_mentions/JohnRiceML__clawport-ui,JohnRiceML__clawport-ui,../agent-instruction-corpus/clones/category4_surface_mentions/JohnRiceML__clawport-ui,https://github.com/JohnRiceML/clawport-ui.git,JohnRiceML,clawport-ui,True,853,122,False,MIT,2026-03-24T10:57:13-05:00,2026-03-24T10:57:13-05:00,1,33,33,31-90d,True
category4_surface_mentions/JuliusBrussee__caveman,JuliusBrussee__caveman,../agent-instruction-corpus/clones/category4_surface_mentions/JuliusBrussee__caveman,https://github.com/JuliusBrussee/caveman.git,JuliusBrussee,caveman,True,47500,2500,False,MIT,2026-04-18T12:11:38+02:00,2026-04-18T12:11:38+02:00,1,8,8,0-30d,True
category4_surface_mentions/KhazP__vibe-coding-prompt-template,KhazP__vibe-coding-prompt-template,../agent-instruction-corpus/clones/category4_surface_mentions/KhazP__vibe-coding-prompt-template,https://github.com/KhazP/vibe-coding-prompt-template.git,KhazP,vibe-coding-prompt-template,True,2300,291,False,MIT,2026-04-20T01:22:18+03:00,2026-04-20T01:22:18+03:00,1,7,7,0-30d,True
category4_surface_mentions/Kristories__awesome-guidelines,Kristories__awesome-guidelines,../agent-instruction-corpus/clones/category4_surface_mentions/Kristories__awesome-guidelines,https://github.com/Kristories/awesome-guidelines.git,Kristories,awesome-guidelines,True,10700,616,False,CC0-1.0,2026-04-20T22:06:12+07:00,2026-04-20T22:06:12+07:00,1,6,6,0-30d,True
