repo_key,category,repo_slug,repo_name,origin_url,github_owner,github_repo
category4_surface_mentions/GuDaStudio__codexmcp,category4_surface_mentions,GuDaStudio__codexmcp,GuDaStudio__codexmcp,https://github.com/GuDaStudio/codexmcp.git,GuDaStudio,codexmcp
category4_surface_mentions/GuDaStudio__skills,category4_surface_mentions,GuDaStudio__skills,GuDaStudio__skills,https://github.com/GuDaStudio/skills.git,GuDaStudio,skills
category4_surface_mentions/HKUDS__OpenHarness,category4_surface_mentions,HKUDS__OpenHarness,HKUDS__OpenHarness,https://github.com/HKUDS/OpenHarness.git,HKUDS,OpenHarness
category4_surface_mentions/HarleyCoops__Math-To-Manim,category4_surface_mentions,HarleyCoops__Math-To-Manim,HarleyCoops__Math-To-Manim,https://github.com/HarleyCoops/Math-To-Manim.git,HarleyCoops,Math-To-Manim
category4_surface_mentions/Houseofmvps__codesight,category4_surface_mentions,Houseofmvps__codesight,Houseofmvps__codesight,https://github.com/Houseofmvps/codesight.git,Houseofmvps,codesight
category4_surface_mentions/Imbad0202__academic-research-skills,category4_surface_mentions,Imbad0202__academic-research-skills,Imbad0202__academic-research-skills,https://github.com/Imbad0202/academic-research-skills.git,Imbad0202,academic-research-skills
category4_surface_mentions/Infatoshi__OpenSquirrel,category4_surface_mentions,Infatoshi__OpenSquirrel,Infatoshi__OpenSquirrel,https://github.com/Infatoshi/OpenSquirrel.git,Infatoshi,OpenSquirrel
category4_surface_mentions/JCodesMore__ai-website-cloner-template,category4_surface_mentions,JCodesMore__ai-website-cloner-template,JCodesMore__ai-website-cloner-template,https://github.com/JCodesMore/ai-website-cloner-template.git,JCodesMore,ai-website-cloner-template
category4_surface_mentions/Jedward23__Tmux-Orchestrator,category4_surface_mentions,Jedward23__Tmux-Orchestrator,Jedward23__Tmux-Orchestrator,https://github.com/Jedward23/Tmux-Orchestrator.git,Jedward23,Tmux-Orchestrator
category4_surface_mentions/JohnRiceML__clawport-ui,category4_surface_mentions,JohnRiceML__clawport-ui,JohnRiceML__clawport-ui,https://github.com/JohnRiceML/clawport-ui.git,JohnRiceML,clawport-ui
category4_surface_mentions/JuliusBrussee__caveman,category4_surface_mentions,JuliusBrussee__caveman,JuliusBrussee__caveman,https://github.com/JuliusBrussee/caveman.git,JuliusBrussee,caveman
category4_surface_mentions/KhazP__vibe-coding-prompt-template,category4_surface_mentions,KhazP__vibe-coding-prompt-template,KhazP__vibe-coding-prompt-template,https://github.com/KhazP/vibe-coding-prompt-template.git,KhazP,vibe-coding-prompt-template
category4_surface_mentions/Kristories__awesome-guidelines,category4_surface_mentions,Kristories__awesome-guidelines,Kristories__awesome-guidelines,https://github.com/Kristories/awesome-guidelines.git,Kristories,awesome-guidelines
category4_surface_mentions/L1Xu4n__Awesome-ChatGPT-prompts-ZH_CN,category4_surface_mentions,L1Xu4n__Awesome-ChatGPT-prompts-ZH_CN,L1Xu4n__Awesome-ChatGPT-prompts-ZH_CN,https://github.com/L1Xu4n/Awesome-ChatGPT-prompts-ZH_CN.git,L1Xu4n,Awesome-ChatGPT-prompts-ZH_CN
category4_surface_mentions/LichAmnesia__GPT-Prompt-Hub,category4_surface_mentions,LichAmnesia__GPT-Prompt-Hub,LichAmnesia__GPT-Prompt-Hub,https://github.com/LichAmnesia/GPT-Prompt-Hub.git,LichAmnesia,GPT-Prompt-Hub
category4_surface_mentions/LubomirGeorgiev__cloudflare-workers-nextjs-saas-template,category4_surface_mentions,LubomirGeorgiev__cloudflare-workers-nextjs-saas-template,LubomirGeorgiev__cloudflare-workers-nextjs-saas-template,https://github.com/LubomirGeorgiev/cloudflare-workers-nextjs-saas-template.git,LubomirGeorgiev,cloudflare-workers-nextjs-saas-template
category4_surface_mentions/LycheeOrg__Lychee,category4_surface_mentions,LycheeOrg__Lychee,LycheeOrg__Lychee,https://github.com/LycheeOrg/Lychee.git,LycheeOrg,Lychee
category4_surface_mentions/MadAppGang__dingo,category4_surface_mentions,MadAppGang__dingo,MadAppGang__dingo,https://github.com/MadAppGang/dingo.git,MadAppGang,dingo
category4_surface_mentions/Manavarya09__design-extract,category4_surface_mentions,Manavarya09__design-extract,Manavarya09__design-extract,https://github.com/Manavarya09/design-extract.git,Manavarya09,design-extract
category4_surface_mentions/Michaelliv__markit,category4_surface_mentions,Michaelliv__markit,Michaelliv__markit,https://github.com/Michaelliv/markit.git,Michaelliv,markit
category4_surface_mentions/MrLesk__Backlog.md,category4_surface_mentions,MrLesk__Backlog.md,MrLesk__Backlog.md,https://github.com/MrLesk/Backlog.md.git,MrLesk,Backlog.md
category4_surface_mentions/NPC-Worldwide__npcpy,category4_surface_mentions,NPC-Worldwide__npcpy,NPC-Worldwide__npcpy,https://github.com/NPC-Worldwide/npcpy.git,NPC-Worldwide,npcpy
category4_surface_mentions/NVIDIA__OpenShell,category4_surface_mentions,NVIDIA__OpenShell,NVIDIA__OpenShell,https://github.com/NVIDIA/OpenShell.git,NVIDIA,OpenShell
category4_surface_mentions/Nearcyan__vibecraft,category4_surface_mentions,Nearcyan__vibecraft,Nearcyan__vibecraft,https://github.com/Nearcyan/vibecraft.git,Nearcyan,vibecraft
category4_surface_mentions/Nukesor__pueue,category4_surface_mentions,Nukesor__pueue,Nukesor__pueue,https://github.com/Nukesor/pueue.git,Nukesor,pueue
category4_surface_mentions/OutlineFoundation__outline-apps,category4_surface_mentions,OutlineFoundation__outline-apps,OutlineFoundation__outline-apps,https://github.com/OutlineFoundation/outline-apps.git,OutlineFoundation,outline-apps
category4_surface_mentions/PatrickJS__awesome-angular,category4_surface_mentions,PatrickJS__awesome-angular,PatrickJS__awesome-angular,https://github.com/PatrickJS/awesome-angular.git,PatrickJS,awesome-angular
category4_surface_mentions/PavelGrigoryevDS__awesome-data-analysis,category4_surface_mentions,PavelGrigoryevDS__awesome-data-analysis,PavelGrigoryevDS__awesome-data-analysis,https://github.com/PavelGrigoryevDS/awesome-data-analysis.git,PavelGrigoryevDS,awesome-data-analysis
category4_surface_mentions/Piebald-AI__claude-code-system-prompts,category4_surface_mentions,Piebald-AI__claude-code-system-prompts,Piebald-AI__claude-code-system-prompts,https://github.com/Piebald-AI/claude-code-system-prompts.git,Piebald-AI,claude-code-system-prompts
category4_surface_mentions/Piebald-AI__tweakcc,category4_surface_mentions,Piebald-AI__tweakcc,Piebald-AI__tweakcc,https://github.com/Piebald-AI/tweakcc.git,Piebald-AI,tweakcc
category4_surface_mentions/Prat011__awesome-llm-skills,category4_surface_mentions,Prat011__awesome-llm-skills,Prat011__awesome-llm-skills,https://github.com/Prat011/awesome-llm-skills.git,Prat011,awesome-llm-skills
category4_surface_mentions/Priivacy-ai__spec-kitty,category4_surface_mentions,Priivacy-ai__spec-kitty,Priivacy-ai__spec-kitty,https://github.com/Priivacy-ai/spec-kitty.git,Priivacy-ai,spec-kitty
category4_surface_mentions/PrimeIntellect-ai__verifiers,category4_surface_mentions,PrimeIntellect-ai__verifiers,PrimeIntellect-ai__verifiers,https://github.com/PrimeIntellect-ai/verifiers.git,PrimeIntellect-ai,verifiers
category4_surface_mentions/QuipNetwork__quip-node-manager,category4_surface_mentions,QuipNetwork__quip-node-manager,QuipNetwork__quip-node-manager,https://github.com/QuipNetwork/quip-node-manager.git,QuipNetwork,quip-node-manager
category4_surface_mentions/RevylAI__greenlight,category4_surface_mentions,RevylAI__greenlight,RevylAI__greenlight,https://github.com/RevylAI/greenlight.git,RevylAI,greenlight
category4_surface_mentions/RyanFitzgerald__devportfolio,category4_surface_mentions,RyanFitzgerald__devportfolio,RyanFitzgerald__devportfolio,https://github.com/RyanFitzgerald/devportfolio.git,RyanFitzgerald,devportfolio
category4_surface_mentions/SaladDay__cc-switch-cli,category4_surface_mentions,SaladDay__cc-switch-cli,SaladDay__cc-switch-cli,https://github.com/SaladDay/cc-switch-cli.git,SaladDay,cc-switch-cli
category4_surface_mentions/SamuelZ12__longcut,category4_surface_mentions,SamuelZ12__longcut,SamuelZ12__longcut,https://github.com/SamuelZ12/longcut.git,SamuelZ12,longcut
category4_surface_mentions/SamurAIGPT__awesome-openclaw,category4_surface_mentions,SamurAIGPT__awesome-openclaw,SamurAIGPT__awesome-openclaw,https://github.com/SamurAIGPT/awesome-openclaw.git,SamurAIGPT,awesome-openclaw
category4_surface_mentions/SamurAIGPT__llm-wiki-agent,category4_surface_mentions,SamurAIGPT__llm-wiki-agent,SamurAIGPT__llm-wiki-agent,https://github.com/SamurAIGPT/llm-wiki-agent.git,SamurAIGPT,llm-wiki-agent
category4_surface_mentions/Serial-Studio__Serial-Studio,category4_surface_mentions,Serial-Studio__Serial-Studio,Serial-Studio__Serial-Studio,https://github.com/Serial-Studio/Serial-Studio.git,Serial-Studio,Serial-Studio
category4_surface_mentions/Shelf-nu__shelf.nu,category4_surface_mentions,Shelf-nu__shelf.nu,Shelf-nu__shelf.nu,https://github.com/Shelf-nu/shelf.nu.git,Shelf-nu,shelf.nu
category4_surface_mentions/SynkraAI__aiox-core,category4_surface_mentions,SynkraAI__aiox-core,SynkraAI__aiox-core,https://github.com/SynkraAI/aiox-core.git,SynkraAI,aiox-core
category4_surface_mentions/TeamHypersomnia__Hypersomnia,category4_surface_mentions,TeamHypersomnia__Hypersomnia,TeamHypersomnia__Hypersomnia,https://github.com/TeamHypersomnia/Hypersomnia.git,TeamHypersomnia,Hypersomnia
category4_surface_mentions/The-Vibe-Company__companion,category4_surface_mentions,The-Vibe-Company__companion,The-Vibe-Company__companion,https://github.com/The-Vibe-Company/companion.git,The-Vibe-Company,companion
category4_surface_mentions/TinyAGI__tinyagi,category4_surface_mentions,TinyAGI__tinyagi,TinyAGI__tinyagi,https://github.com/TinyAGI/tinyagi.git,TinyAGI,tinyagi
category4_surface_mentions/ValveResourceFormat__ValveResourceFormat,category4_surface_mentions,ValveResourceFormat__ValveResourceFormat,ValveResourceFormat__ValveResourceFormat,https://github.com/ValveResourceFormat/ValveResourceFormat.git,ValveResourceFormat,ValveResourceFormat
category4_surface_mentions/VoltAgent__awesome-claude-design,category4_surface_mentions,VoltAgent__awesome-claude-design,VoltAgent__awesome-claude-design,https://github.com/VoltAgent/awesome-claude-design.git,VoltAgent,awesome-claude-design
category4_surface_mentions/VoltAgent__awesome-design-md,category4_surface_mentions,VoltAgent__awesome-design-md,VoltAgent__awesome-design-md,https://github.com/VoltAgent/awesome-design-md.git,VoltAgent,awesome-design-md
category4_surface_mentions/Windy3f3f3f3f__how-claude-code-works,category4_surface_mentions,Windy3f3f3f3f__how-claude-code-works,Windy3f3f3f3f__how-claude-code-works,https://github.com/Windy3f3f3f3f/how-claude-code-works.git,Windy3f3f3f3f,how-claude-code-works
category4_surface_mentions/Wirasm__PRPs-agentic-eng,category4_surface_mentions,Wirasm__PRPs-agentic-eng,Wirasm__PRPs-agentic-eng,https://github.com/Wirasm/PRPs-agentic-eng.git,Wirasm,PRPs-agentic-eng
category4_surface_mentions/YSGStudyHards__Awesome-Tools,category4_surface_mentions,YSGStudyHards__Awesome-Tools,YSGStudyHards__Awesome-Tools,https://github.com/YSGStudyHards/Awesome-Tools.git,YSGStudyHards,Awesome-Tools
category4_surface_mentions/Yeachan-Heo__oh-my-codex,category4_surface_mentions,Yeachan-Heo__oh-my-codex,Yeachan-Heo__oh-my-codex,https://github.com/Yeachan-Heo/oh-my-codex.git,Yeachan-Heo,oh-my-codex
category4_surface_mentions/YosemiteCrew__Yosemite-Crew,category4_surface_mentions,YosemiteCrew__Yosemite-Crew,YosemiteCrew__Yosemite-Crew,https://github.com/YosemiteCrew/Yosemite-Crew.git,YosemiteCrew,Yosemite-Crew
category4_surface_mentions/ZSeven-W__openpencil,category4_surface_mentions,ZSeven-W__openpencil,ZSeven-W__openpencil,https://github.com/ZSeven-W/openpencil.git,ZSeven-W,openpencil
category4_surface_mentions/ZToolsCenter__ZTools,category4_surface_mentions,ZToolsCenter__ZTools,ZToolsCenter__ZTools,https://github.com/ZToolsCenter/ZTools.git,ZToolsCenter,ZTools
category4_surface_mentions/aaron-he-zhu__seo-geo-claude-skills,category4_surface_mentions,aaron-he-zhu__seo-geo-claude-skills,aaron-he-zhu__seo-geo-claude-skills,https://github.com/aaron-he-zhu/seo-geo-claude-skills.git,aaron-he-zhu,seo-geo-claude-skills
category4_surface_mentions/abhigyanpatwari__GitNexus,category4_surface_mentions,abhigyanpatwari__GitNexus,abhigyanpatwari__GitNexus,https://github.com/abhigyanpatwari/GitNexus.git,abhigyanpatwari,GitNexus
category4_surface_mentions/accomplish-ai__accomplish,category4_surface_mentions,accomplish-ai__accomplish,accomplish-ai__accomplish,https://github.com/accomplish-ai/accomplish.git,accomplish-ai,accomplish
category4_surface_mentions/addyosmani__agent-skills,category4_surface_mentions,addyosmani__agent-skills,addyosmani__agent-skills,https://github.com/addyosmani/agent-skills.git,addyosmani,agent-skills
category4_surface_mentions/agent-sh__agentsys,category4_surface_mentions,agent-sh__agentsys,agent-sh__agentsys,https://github.com/agent-sh/agentsys.git,agent-sh,agentsys
category4_surface_mentions/agenticnotetaking__arscontexta,category4_surface_mentions,agenticnotetaking__arscontexta,agenticnotetaking__arscontexta,https://github.com/agenticnotetaking/arscontexta.git,agenticnotetaking,arscontexta
category4_surface_mentions/agentsmd__agents.md,category4_surface_mentions,agentsmd__agents.md,agentsmd__agents.md,https://github.com/agentsmd/agents.md.git,agentsmd,agents.md
category4_surface_mentions/ai-boost__awesome-prompts,category4_surface_mentions,ai-boost__awesome-prompts,ai-boost__awesome-prompts,https://github.com/ai-boost/awesome-prompts.git,ai-boost,awesome-prompts
category4_surface_mentions/aiming-lab__AutoResearchClaw,category4_surface_mentions,aiming-lab__AutoResearchClaw,aiming-lab__AutoResearchClaw,https://github.com/aiming-lab/AutoResearchClaw.git,aiming-lab,AutoResearchClaw
category4_surface_mentions/alibaba__QLExpress,category4_surface_mentions,alibaba__QLExpress,alibaba__QLExpress,https://github.com/alibaba/QLExpress.git,alibaba,QLExpress
category4_surface_mentions/alirezarezvani__claude-code-skill-factory,category4_surface_mentions,alirezarezvani__claude-code-skill-factory,alirezarezvani__claude-code-skill-factory,https://github.com/alirezarezvani/claude-code-skill-factory.git,alirezarezvani,claude-code-skill-factory
category4_surface_mentions/allenymt__PrivacySentry,category4_surface_mentions,allenymt__PrivacySentry,allenymt__PrivacySentry,https://github.com/allenymt/PrivacySentry.git,allenymt,PrivacySentry
category4_surface_mentions/alvinreal__awesome-opensource-ai,category4_surface_mentions,alvinreal__awesome-opensource-ai,alvinreal__awesome-opensource-ai,https://github.com/alvinreal/awesome-opensource-ai.git,alvinreal,awesome-opensource-ai
category4_surface_mentions/always-further__nono,category4_surface_mentions,always-further__nono,always-further__nono,https://github.com/always-further/nono.git,always-further,nono
category4_surface_mentions/antfu__skills,category4_surface_mentions,antfu__skills,antfu__skills,https://github.com/antfu/skills.git,antfu,skills
category4_surface_mentions/antfu__vscode-file-nesting-config,category4_surface_mentions,antfu__vscode-file-nesting-config,antfu__vscode-file-nesting-config,https://github.com/antfu/vscode-file-nesting-config.git,antfu,vscode-file-nesting-config
category4_surface_mentions/antonbabenko__terraform-skill,category4_surface_mentions,antonbabenko__terraform-skill,antonbabenko__terraform-skill,https://github.com/antonbabenko/terraform-skill.git,antonbabenko,terraform-skill
category4_surface_mentions/anyproto__anytype-ts,category4_surface_mentions,anyproto__anytype-ts,anyproto__anytype-ts,https://github.com/anyproto/anytype-ts.git,anyproto,anytype-ts
category4_surface_mentions/apache__hugegraph,category4_surface_mentions,apache__hugegraph,apache__hugegraph,https://github.com/apache/hugegraph.git,apache,hugegraph
category4_surface_mentions/apache__tinkerpop,category4_surface_mentions,apache__tinkerpop,apache__tinkerpop,https://github.com/apache/tinkerpop.git,apache,tinkerpop
category4_surface_mentions/apify__agent-skills,category4_surface_mentions,apify__agent-skills,apify__agent-skills,https://github.com/apify/agent-skills.git,apify,agent-skills
category4_surface_mentions/asheshgoplani__agent-deck,category4_surface_mentions,asheshgoplani__agent-deck,asheshgoplani__agent-deck,https://github.com/asheshgoplani/agent-deck.git,asheshgoplani,agent-deck
category4_surface_mentions/autoclaw-cc__xiaohongshu-skills,category4_surface_mentions,autoclaw-cc__xiaohongshu-skills,autoclaw-cc__xiaohongshu-skills,https://github.com/autoclaw-cc/xiaohongshu-skills.git,autoclaw-cc,xiaohongshu-skills
category4_surface_mentions/automata__aicodeguide,category4_surface_mentions,automata__aicodeguide,automata__aicodeguide,https://github.com/automata/aicodeguide.git,automata,aicodeguide
category4_surface_mentions/awslabs__aidlc-workflows,category4_surface_mentions,awslabs__aidlc-workflows,awslabs__aidlc-workflows,https://github.com/awslabs/aidlc-workflows.git,awslabs,aidlc-workflows
category4_surface_mentions/axolotl-ai-cloud__axolotl,category4_surface_mentions,axolotl-ai-cloud__axolotl,axolotl-ai-cloud__axolotl,https://github.com/axolotl-ai-cloud/axolotl.git,axolotl-ai-cloud,axolotl
category4_surface_mentions/badlogic__pi-mono,category4_surface_mentions,badlogic__pi-mono,badlogic__pi-mono,https://github.com/badlogic/pi-mono.git,badlogic,pi-mono
category4_surface_mentions/ballred__obsidian-claude-pkm,category4_surface_mentions,ballred__obsidian-claude-pkm,ballred__obsidian-claude-pkm,https://github.com/ballred/obsidian-claude-pkm.git,ballred,obsidian-claude-pkm
category4_surface_mentions/beatai-org__BeatAI,category4_surface_mentions,beatai-org__BeatAI,beatai-org__BeatAI,https://github.com/beatai-org/BeatAI.git,beatai-org,BeatAI
category4_surface_mentions/bfly123__claude_code_bridge,category4_surface_mentions,bfly123__claude_code_bridge,bfly123__claude_code_bridge,https://github.com/bfly123/claude_code_bridge.git,bfly123,claude_code_bridge
category4_surface_mentions/binaricat__Netcatty,category4_surface_mentions,binaricat__Netcatty,binaricat__Netcatty,https://github.com/binaricat/Netcatty.git,binaricat,Netcatty
category4_surface_mentions/blitzdotdev__blitz-mac,category4_surface_mentions,blitzdotdev__blitz-mac,blitzdotdev__blitz-mac,https://github.com/blitzdotdev/blitz-mac.git,blitzdotdev,blitz-mac
category4_surface_mentions/bramses__chatgpt-md,category4_surface_mentions,bramses__chatgpt-md,bramses__chatgpt-md,https://github.com/bramses/chatgpt-md.git,bramses,chatgpt-md
category4_surface_mentions/breferrari__obsidian-mind,category4_surface_mentions,breferrari__obsidian-mind,breferrari__obsidian-mind,https://github.com/breferrari/obsidian-mind.git,breferrari,obsidian-mind
category4_surface_mentions/btraceio__btrace,category4_surface_mentions,btraceio__btrace,btraceio__btrace,https://github.com/btraceio/btrace.git,btraceio,btrace
category4_surface_mentions/bubbuild__bub,category4_surface_mentions,bubbuild__bub,bubbuild__bub,https://github.com/bubbuild/bub.git,bubbuild,bub
category4_surface_mentions/cBioPortal__cbioportal,category4_surface_mentions,cBioPortal__cbioportal,cBioPortal__cbioportal,https://github.com/cBioPortal/cbioportal.git,cBioPortal,cbioportal
category4_surface_mentions/calesthio__OpenMontage,category4_surface_mentions,calesthio__OpenMontage,calesthio__OpenMontage,https://github.com/calesthio/OpenMontage.git,calesthio,OpenMontage
category4_surface_mentions/caliber-ai-org__ai-setup,category4_surface_mentions,caliber-ai-org__ai-setup,caliber-ai-org__ai-setup,https://github.com/caliber-ai-org/ai-setup.git,caliber-ai-org,ai-setup
category4_surface_mentions/callstackincubator__agent-skills,category4_surface_mentions,callstackincubator__agent-skills,callstackincubator__agent-skills,https://github.com/callstackincubator/agent-skills.git,callstackincubator,agent-skills
category4_surface_mentions/can1357__oh-my-pi,category4_surface_mentions,can1357__oh-my-pi,can1357__oh-my-pi,https://github.com/can1357/oh-my-pi.git,can1357,oh-my-pi
category4_surface_mentions/carlvellotti__claude-code-pm-course,category4_surface_mentions,carlvellotti__claude-code-pm-course,carlvellotti__claude-code-pm-course,https://github.com/carlvellotti/claude-code-pm-course.git,carlvellotti,claude-code-pm-course
category4_surface_mentions/centminmod__my-claude-code-setup,category4_surface_mentions,centminmod__my-claude-code-setup,centminmod__my-claude-code-setup,https://github.com/centminmod/my-claude-code-setup.git,centminmod,my-claude-code-setup
category4_surface_mentions/cfrs2005__claude-init,category4_surface_mentions,cfrs2005__claude-init,cfrs2005__claude-init,https://github.com/cfrs2005/claude-init.git,cfrs2005,claude-init
category4_surface_mentions/charmbracelet__crush,category4_surface_mentions,charmbracelet__crush,charmbracelet__crush,https://github.com/charmbracelet/crush.git,charmbracelet,crush
category4_surface_mentions/chauncygu__collection-claude-code-source-code,category4_surface_mentions,chauncygu__collection-claude-code-source-code,chauncygu__collection-claude-code-source-code,https://github.com/chauncygu/collection-claude-code-source-code.git,chauncygu,collection-claude-code-source-code
category4_surface_mentions/chopratejas__headroom,category4_surface_mentions,chopratejas__headroom,chopratejas__headroom,https://github.com/chopratejas/headroom.git,chopratejas,headroom
category4_surface_mentions/chrysb__alphaclaw,category4_surface_mentions,chrysb__alphaclaw,chrysb__alphaclaw,https://github.com/chrysb/alphaclaw.git,chrysb,alphaclaw
category4_surface_mentions/clawdbot-ai__awesome-openclaw-skills-zh,category4_surface_mentions,clawdbot-ai__awesome-openclaw-skills-zh,clawdbot-ai__awesome-openclaw-skills-zh,https://github.com/clawdbot-ai/awesome-openclaw-skills-zh.git,clawdbot-ai,awesome-openclaw-skills-zh
category4_surface_mentions/cloudflare__agents,category4_surface_mentions,cloudflare__agents,cloudflare__agents,https://github.com/cloudflare/agents.git,cloudflare,agents
category4_surface_mentions/cloudflare__kumo,category4_surface_mentions,cloudflare__kumo,cloudflare__kumo,https://github.com/cloudflare/kumo.git,cloudflare,kumo
category4_surface_mentions/code-yeongyu__oh-my-openagent,category4_surface_mentions,code-yeongyu__oh-my-openagent,code-yeongyu__oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent.git,code-yeongyu,oh-my-openagent
category4_surface_mentions/codejunkie99__agentic-stack,category4_surface_mentions,codejunkie99__agentic-stack,codejunkie99__agentic-stack,https://github.com/codejunkie99/agentic-stack.git,codejunkie99,agentic-stack
category4_surface_mentions/coder__mux,category4_surface_mentions,coder__mux,coder__mux,https://github.com/coder/mux.git,coder,mux
category4_surface_mentions/coleam00__claude-memory-compiler,category4_surface_mentions,coleam00__claude-memory-compiler,coleam00__claude-memory-compiler,https://github.com/coleam00/claude-memory-compiler.git,coleam00,claude-memory-compiler
category4_surface_mentions/coleam00__context-engineering-intro,category4_surface_mentions,coleam00__context-engineering-intro,coleam00__context-engineering-intro,https://github.com/coleam00/context-engineering-intro.git,coleam00,context-engineering-intro
category4_surface_mentions/conorbronsdon__avoid-ai-writing,category4_surface_mentions,conorbronsdon__avoid-ai-writing,conorbronsdon__avoid-ai-writing,https://github.com/conorbronsdon/avoid-ai-writing.git,conorbronsdon,avoid-ai-writing
category4_surface_mentions/covibes__zeroshot,category4_surface_mentions,covibes__zeroshot,covibes__zeroshot,https://github.com/covibes/zeroshot.git,covibes,zeroshot
category4_surface_mentions/cri-o__cri-o,category4_surface_mentions,cri-o__cri-o,cri-o__cri-o,https://github.com/cri-o/cri-o.git,cri-o,cri-o
category4_surface_mentions/d-kimuson__claude-code-viewer,category4_surface_mentions,d-kimuson__claude-code-viewer,d-kimuson__claude-code-viewer,https://github.com/d-kimuson/claude-code-viewer.git,d-kimuson,claude-code-viewer
category4_surface_mentions/dagger__container-use,category4_surface_mentions,dagger__container-use,dagger__container-use,https://github.com/dagger/container-use.git,dagger,container-use
category4_surface_mentions/danielmiessler__Personal_AI_Infrastructure,category4_surface_mentions,danielmiessler__Personal_AI_Infrastructure,danielmiessler__Personal_AI_Infrastructure,https://github.com/danielmiessler/Personal_AI_Infrastructure.git,danielmiessler,Personal_AI_Infrastructure
category4_surface_mentions/datahaven-xyz__datahaven,category4_surface_mentions,datahaven-xyz__datahaven,datahaven-xyz__datahaven,https://github.com/datahaven-xyz/datahaven.git,datahaven-xyz,datahaven
category4_surface_mentions/davepoon__buildwithclaude,category4_surface_mentions,davepoon__buildwithclaude,davepoon__buildwithclaude,https://github.com/davepoon/buildwithclaude.git,davepoon,buildwithclaude
category4_surface_mentions/daytonaio__daytona,category4_surface_mentions,daytonaio__daytona,daytonaio__daytona,https://github.com/daytonaio/daytona.git,daytonaio,daytona
category4_surface_mentions/deanpeters__Product-Manager-Skills,category4_surface_mentions,deanpeters__Product-Manager-Skills,deanpeters__Product-Manager-Skills,https://github.com/deanpeters/Product-Manager-Skills.git,deanpeters,Product-Manager-Skills
category4_surface_mentions/deusyu__harness-engineering,category4_surface_mentions,deusyu__harness-engineering,deusyu__harness-engineering,https://github.com/deusyu/harness-engineering.git,deusyu,harness-engineering
category4_surface_mentions/different-ai__openwork,category4_surface_mentions,different-ai__openwork,different-ai__openwork,https://github.com/different-ai/openwork.git,different-ai,openwork
category4_surface_mentions/digitallyinduced__ihp,category4_surface_mentions,digitallyinduced__ihp,digitallyinduced__ihp,https://github.com/digitallyinduced/ihp.git,digitallyinduced,ihp
category4_surface_mentions/dimensionalOS__dimos,category4_surface_mentions,dimensionalOS__dimos,dimensionalOS__dimos,https://github.com/dimensionalOS/dimos.git,dimensionalOS,dimos
category4_surface_mentions/disler__claude-code-hooks-mastery,category4_surface_mentions,disler__claude-code-hooks-mastery,disler__claude-code-hooks-mastery,https://github.com/disler/claude-code-hooks-mastery.git,disler,claude-code-hooks-mastery
category4_surface_mentions/divar-ir__ai-doc-gen,category4_surface_mentions,divar-ir__ai-doc-gen,divar-ir__ai-doc-gen,https://github.com/divar-ir/ai-doc-gen.git,divar-ir,ai-doc-gen
category4_surface_mentions/dmtrKovalenko__fff.nvim,category4_surface_mentions,dmtrKovalenko__fff.nvim,dmtrKovalenko__fff.nvim,https://github.com/dmtrKovalenko/fff.nvim.git,dmtrKovalenko,fff.nvim
category4_surface_mentions/dontbesilent2025__dbskill,category4_surface_mentions,dontbesilent2025__dbskill,dontbesilent2025__dbskill,https://github.com/dontbesilent2025/dbskill.git,dontbesilent2025,dbskill
category4_surface_mentions/dontriskit__awesome-ai-system-prompts,category4_surface_mentions,dontriskit__awesome-ai-system-prompts,dontriskit__awesome-ai-system-prompts,https://github.com/dontriskit/awesome-ai-system-prompts.git,dontriskit,awesome-ai-system-prompts
category4_surface_mentions/drona23__claude-token-efficient,category4_surface_mentions,drona23__claude-token-efficient,drona23__claude-token-efficient,https://github.com/drona23/claude-token-efficient.git,drona23,claude-token-efficient
category4_surface_mentions/duyet__bruteforce-database,category4_surface_mentions,duyet__bruteforce-database,duyet__bruteforce-database,https://github.com/duyet/bruteforce-database.git,duyet,bruteforce-database
category4_surface_mentions/dyoshikawa__rulesync,category4_surface_mentions,dyoshikawa__rulesync,dyoshikawa__rulesync,https://github.com/dyoshikawa/rulesync.git,dyoshikawa,rulesync
category4_surface_mentions/eastlondoner__vibe-tools,category4_surface_mentions,eastlondoner__vibe-tools,eastlondoner__vibe-tools,https://github.com/eastlondoner/vibe-tools.git,eastlondoner,vibe-tools
category4_surface_mentions/elastic__beats,category4_surface_mentions,elastic__beats,elastic__beats,https://github.com/elastic/beats.git,elastic,beats
category4_surface_mentions/erxes__erxes,category4_surface_mentions,erxes__erxes,erxes__erxes,https://github.com/erxes/erxes.git,erxes,erxes
category4_surface_mentions/facebook__lexical,category4_surface_mentions,facebook__lexical,facebook__lexical,https://github.com/facebook/lexical.git,facebook,lexical
category4_surface_mentions/farion1231__cc-switch,category4_surface_mentions,farion1231__cc-switch,farion1231__cc-switch,https://github.com/farion1231/cc-switch.git,farion1231,cc-switch
category4_surface_mentions/farzaa__clicky,category4_surface_mentions,farzaa__clicky,farzaa__clicky,https://github.com/farzaa/clicky.git,farzaa,clicky
category4_surface_mentions/feiskyer__claude-code-settings,category4_surface_mentions,feiskyer__claude-code-settings,feiskyer__claude-code-settings,https://github.com/feiskyer/claude-code-settings.git,feiskyer,claude-code-settings
