repo_key,category,repo_slug,repo_name,origin_url,github_owner,github_repo
category4_surface_mentions/filipecalegario__awesome-vibe-coding,category4_surface_mentions,filipecalegario__awesome-vibe-coding,filipecalegario__awesome-vibe-coding,https://github.com/filipecalegario/awesome-vibe-coding.git,filipecalegario,awesome-vibe-coding
category4_surface_mentions/first-fluke__oh-my-agent,category4_surface_mentions,first-fluke__oh-my-agent,first-fluke__oh-my-agent,https://github.com/first-fluke/oh-my-agent.git,first-fluke,oh-my-agent
category4_surface_mentions/forem__forem,category4_surface_mentions,forem__forem,forem__forem,https://github.com/forem/forem.git,forem,forem
category4_surface_mentions/forrestchang__andrej-karpathy-skills,category4_surface_mentions,forrestchang__andrej-karpathy-skills,forrestchang__andrej-karpathy-skills,https://github.com/forrestchang/andrej-karpathy-skills.git,forrestchang,andrej-karpathy-skills
category4_surface_mentions/fossasia__eventyay,category4_surface_mentions,fossasia__eventyay,fossasia__eventyay,https://github.com/fossasia/eventyay.git,fossasia,eventyay
category4_surface_mentions/foxglove__mcap,category4_surface_mentions,foxglove__mcap,foxglove__mcap,https://github.com/foxglove/mcap.git,foxglove,mcap
category4_surface_mentions/gadievron__raptor,category4_surface_mentions,gadievron__raptor,gadievron__raptor,https://github.com/gadievron/raptor.git,gadievron,raptor
category4_surface_mentions/galkahana__PDF-Writer,category4_surface_mentions,galkahana__PDF-Writer,galkahana__PDF-Writer,https://github.com/galkahana/PDF-Writer.git,galkahana,PDF-Writer
category4_surface_mentions/garrytan__gbrain,category4_surface_mentions,garrytan__gbrain,garrytan__gbrain,https://github.com/garrytan/gbrain.git,garrytan,gbrain
category4_surface_mentions/garrytan__gstack,category4_surface_mentions,garrytan__gstack,garrytan__gstack,https://github.com/garrytan/gstack.git,garrytan,gstack
category4_surface_mentions/gastownhall__beads,category4_surface_mentions,gastownhall__beads,gastownhall__beads,https://github.com/gastownhall/beads.git,gastownhall,beads
category4_surface_mentions/gastownhall__gastown,category4_surface_mentions,gastownhall__gastown,gastownhall__gastown,https://github.com/gastownhall/gastown.git,gastownhall,gastown
category4_surface_mentions/georgezouq__awesome-ai-in-finance,category4_surface_mentions,georgezouq__awesome-ai-in-finance,georgezouq__awesome-ai-in-finance,https://github.com/georgezouq/awesome-ai-in-finance.git,georgezouq,awesome-ai-in-finance
category4_surface_mentions/getagentseal__codeburn,category4_surface_mentions,getagentseal__codeburn,getagentseal__codeburn,https://github.com/getagentseal/codeburn.git,getagentseal,codeburn
category4_surface_mentions/getclawe__clawe,category4_surface_mentions,getclawe__clawe,getclawe__clawe,https://github.com/getclawe/clawe.git,getclawe,clawe
category4_surface_mentions/giancarloerra__SocratiCode,category4_surface_mentions,giancarloerra__SocratiCode,giancarloerra__SocratiCode,https://github.com/giancarloerra/SocratiCode.git,giancarloerra,SocratiCode
category4_surface_mentions/git-ai-project__git-ai,category4_surface_mentions,git-ai-project__git-ai,git-ai-project__git-ai,https://github.com/git-ai-project/git-ai.git,git-ai-project,git-ai
category4_surface_mentions/gnekt__My-Brain-Is-Full-Crew,category4_surface_mentions,gnekt__My-Brain-Is-Full-Crew,gnekt__My-Brain-Is-Full-Crew,https://github.com/gnekt/My-Brain-Is-Full-Crew.git,gnekt,My-Brain-Is-Full-Crew
category4_surface_mentions/gosom__google-maps-scraper,category4_surface_mentions,gosom__google-maps-scraper,gosom__google-maps-scraper,https://github.com/gosom/google-maps-scraper.git,gosom,google-maps-scraper
category4_surface_mentions/greensock__gsap-skills,category4_surface_mentions,greensock__gsap-skills,greensock__gsap-skills,https://github.com/greensock/gsap-skills.git,greensock,gsap-skills
category4_surface_mentions/gsd-build__gsd-2,category4_surface_mentions,gsd-build__gsd-2,gsd-build__gsd-2,https://github.com/gsd-build/gsd-2.git,gsd-build,gsd-2
category4_surface_mentions/hashicorp__terraform-mcp-server,category4_surface_mentions,hashicorp__terraform-mcp-server,hashicorp__terraform-mcp-server,https://github.com/hashicorp/terraform-mcp-server.git,hashicorp,terraform-mcp-server
category4_surface_mentions/heilcheng__awesome-agent-skills,category4_surface_mentions,heilcheng__awesome-agent-skills,heilcheng__awesome-agent-skills,https://github.com/heilcheng/awesome-agent-skills.git,heilcheng,awesome-agent-skills
category4_surface_mentions/hesreallyhim__awesome-claude-code,category4_surface_mentions,hesreallyhim__awesome-claude-code,hesreallyhim__awesome-claude-code,https://github.com/hesreallyhim/awesome-claude-code.git,hesreallyhim,awesome-claude-code
category4_surface_mentions/hexiecs__talk-normal,category4_surface_mentions,hexiecs__talk-normal,hexiecs__talk-normal,https://github.com/hexiecs/talk-normal.git,hexiecs,talk-normal
category4_surface_mentions/heyitsnoah__claudesidian,category4_surface_mentions,heyitsnoah__claudesidian,heyitsnoah__claudesidian,https://github.com/heyitsnoah/claudesidian.git,heyitsnoah,claudesidian
category4_surface_mentions/hmans__beans,category4_surface_mentions,hmans__beans,hmans__beans,https://github.com/hmans/beans.git,hmans,beans
category4_surface_mentions/htdt__godogen,category4_surface_mentions,htdt__godogen,htdt__godogen,https://github.com/htdt/godogen.git,htdt,godogen
category4_surface_mentions/huangserva__skill-prompt-generator,category4_surface_mentions,huangserva__skill-prompt-generator,huangserva__skill-prompt-generator,https://github.com/huangserva/skill-prompt-generator.git,huangserva,skill-prompt-generator
category4_surface_mentions/huggingface__skills,category4_surface_mentions,huggingface__skills,huggingface__skills,https://github.com/huggingface/skills.git,huggingface,skills
category4_surface_mentions/iannuttall__claude-agents,category4_surface_mentions,iannuttall__claude-agents,iannuttall__claude-agents,https://github.com/iannuttall/claude-agents.git,iannuttall,claude-agents
category4_surface_mentions/intellectronica__ruler,category4_surface_mentions,intellectronica__ruler,intellectronica__ruler,https://github.com/intellectronica/ruler.git,intellectronica,ruler
category4_surface_mentions/intentee__paddler,category4_surface_mentions,intentee__paddler,intentee__paddler,https://github.com/intentee/paddler.git,intentee,paddler
category4_surface_mentions/internet-development__www-sacred,category4_surface_mentions,internet-development__www-sacred,internet-development__www-sacred,https://github.com/internet-development/www-sacred.git,internet-development,www-sacred
category4_surface_mentions/ipfs__kubo,category4_surface_mentions,ipfs__kubo,ipfs__kubo,https://github.com/ipfs/kubo.git,ipfs,kubo
category4_surface_mentions/ixartz__SaaS-Boilerplate,category4_surface_mentions,ixartz__SaaS-Boilerplate,ixartz__SaaS-Boilerplate,https://github.com/ixartz/SaaS-Boilerplate.git,ixartz,SaaS-Boilerplate
category4_surface_mentions/jacob-bd__notebooklm-mcp-cli,category4_surface_mentions,jacob-bd__notebooklm-mcp-cli,jacob-bd__notebooklm-mcp-cli,https://github.com/jacob-bd/notebooklm-mcp-cli.git,jacob-bd,notebooklm-mcp-cli
category4_surface_mentions/jamesmurdza__awesome-ai-devtools,category4_surface_mentions,jamesmurdza__awesome-ai-devtools,jamesmurdza__awesome-ai-devtools,https://github.com/jamesmurdza/awesome-ai-devtools.git,jamesmurdza,awesome-ai-devtools
category4_surface_mentions/jarrodwatts__claude-code-config,category4_surface_mentions,jarrodwatts__claude-code-config,jarrodwatts__claude-code-config,https://github.com/jarrodwatts/claude-code-config.git,jarrodwatts,claude-code-config
category4_surface_mentions/jarrodwatts__claude-hud,category4_surface_mentions,jarrodwatts__claude-hud,jarrodwatts__claude-hud,https://github.com/jarrodwatts/claude-hud.git,jarrodwatts,claude-hud
category4_surface_mentions/jayminwest__overstory,category4_surface_mentions,jayminwest__overstory,jayminwest__overstory,https://github.com/jayminwest/overstory.git,jayminwest,overstory
category4_surface_mentions/jdx__fnox,category4_surface_mentions,jdx__fnox,jdx__fnox,https://github.com/jdx/fnox.git,jdx,fnox
category4_surface_mentions/jeremylongshore__claude-code-plugins-plus-skills,category4_surface_mentions,jeremylongshore__claude-code-plugins-plus-skills,jeremylongshore__claude-code-plugins-plus-skills,https://github.com/jeremylongshore/claude-code-plugins-plus-skills.git,jeremylongshore,claude-code-plugins-plus-skills
category4_surface_mentions/jgravelle__jcodemunch-mcp,category4_surface_mentions,jgravelle__jcodemunch-mcp,jgravelle__jcodemunch-mcp,https://github.com/jgravelle/jcodemunch-mcp.git,jgravelle,jcodemunch-mcp
category4_surface_mentions/jiep__offensive-ai-compilation,category4_surface_mentions,jiep__offensive-ai-compilation,jiep__offensive-ai-compilation,https://github.com/jiep/offensive-ai-compilation.git,jiep,offensive-ai-compilation
category4_surface_mentions/jnMetaCode__agency-agents-zh,category4_surface_mentions,jnMetaCode__agency-agents-zh,jnMetaCode__agency-agents-zh,https://github.com/jnMetaCode/agency-agents-zh.git,jnMetaCode,agency-agents-zh
category4_surface_mentions/jnMetaCode__superpowers-zh,category4_surface_mentions,jnMetaCode__superpowers-zh,jnMetaCode__superpowers-zh,https://github.com/jnMetaCode/superpowers-zh.git,jnMetaCode,superpowers-zh
category4_surface_mentions/jsynowiec__node-typescript-boilerplate,category4_surface_mentions,jsynowiec__node-typescript-boilerplate,jsynowiec__node-typescript-boilerplate,https://github.com/jsynowiec/node-typescript-boilerplate.git,jsynowiec,node-typescript-boilerplate
category4_surface_mentions/jxzhangjhu__Awesome-LLM-RAG,category4_surface_mentions,jxzhangjhu__Awesome-LLM-RAG,jxzhangjhu__Awesome-LLM-RAG,https://github.com/jxzhangjhu/Awesome-LLM-RAG.git,jxzhangjhu,Awesome-LLM-RAG
category4_surface_mentions/kaansenol5__VibeOS,category4_surface_mentions,kaansenol5__VibeOS,kaansenol5__VibeOS,https://github.com/kaansenol5/VibeOS.git,kaansenol5,VibeOS
category4_surface_mentions/kaiban-ai__KaibanJS,category4_surface_mentions,kaiban-ai__KaibanJS,kaiban-ai__KaibanJS,https://github.com/kaiban-ai/KaibanJS.git,kaiban-ai,KaibanJS
category4_surface_mentions/kairichard__awesome-nocode-lowcode,category4_surface_mentions,kairichard__awesome-nocode-lowcode,kairichard__awesome-nocode-lowcode,https://github.com/kairichard/awesome-nocode-lowcode.git,kairichard,awesome-nocode-lowcode
category4_surface_mentions/keitaoouchi__MarkdownView,category4_surface_mentions,keitaoouchi__MarkdownView,keitaoouchi__MarkdownView,https://github.com/keitaoouchi/MarkdownView.git,keitaoouchi,MarkdownView
category4_surface_mentions/kenryu42__claude-code-safety-net,category4_surface_mentions,kenryu42__claude-code-safety-net,kenryu42__claude-code-safety-net,https://github.com/kenryu42/claude-code-safety-net.git,kenryu42,claude-code-safety-net
category4_surface_mentions/kingkongshot__Pensieve,category4_surface_mentions,kingkongshot__Pensieve,kingkongshot__Pensieve,https://github.com/kingkongshot/Pensieve.git,kingkongshot,Pensieve
category4_surface_mentions/kohya-ss__musubi-tuner,category4_surface_mentions,kohya-ss__musubi-tuner,kohya-ss__musubi-tuner,https://github.com/kohya-ss/musubi-tuner.git,kohya-ss,musubi-tuner
category4_surface_mentions/kohya-ss__sd-scripts,category4_surface_mentions,kohya-ss__sd-scripts,kohya-ss__sd-scripts,https://github.com/kohya-ss/sd-scripts.git,kohya-ss,sd-scripts
category4_surface_mentions/langchain-ai__open-swe,category4_surface_mentions,langchain-ai__open-swe,langchain-ai__open-swe,https://github.com/langchain-ai/open-swe.git,langchain-ai,open-swe
category4_surface_mentions/langgptai__awesome-claude-prompts,category4_surface_mentions,langgptai__awesome-claude-prompts,langgptai__awesome-claude-prompts,https://github.com/langgptai/awesome-claude-prompts.git,langgptai,awesome-claude-prompts
category4_surface_mentions/langwatch__better-agents,category4_surface_mentions,langwatch__better-agents,langwatch__better-agents,https://github.com/langwatch/better-agents.git,langwatch,better-agents
category4_surface_mentions/leerob__directories,category4_surface_mentions,leerob__directories,leerob__directories,https://github.com/leerob/directories.git,leerob,directories
category4_surface_mentions/letta-ai__claude-subconscious,category4_surface_mentions,letta-ai__claude-subconscious,letta-ai__claude-subconscious,https://github.com/letta-ai/claude-subconscious.git,letta-ai,claude-subconscious
category4_surface_mentions/letta-ai__letta-code,category4_surface_mentions,letta-ai__letta-code,letta-ai__letta-code,https://github.com/letta-ai/letta-code.git,letta-ai,letta-code
category4_surface_mentions/lichess-org__mobile,category4_surface_mentions,lichess-org__mobile,lichess-org__mobile,https://github.com/lichess-org/mobile.git,lichess-org,mobile
category4_surface_mentions/limecloud__lime,category4_surface_mentions,limecloud__lime,limecloud__lime,https://github.com/limecloud/lime.git,limecloud,lime
category4_surface_mentions/lineofflight__frankfurter,category4_surface_mentions,lineofflight__frankfurter,lineofflight__frankfurter,https://github.com/lineofflight/frankfurter.git,lineofflight,frankfurter
category4_surface_mentions/lingfengQAQ__webnovel-writer,category4_surface_mentions,lingfengQAQ__webnovel-writer,lingfengQAQ__webnovel-writer,https://github.com/lingfengQAQ/webnovel-writer.git,lingfengQAQ,webnovel-writer
category4_surface_mentions/lst97__claude-code-sub-agents,category4_surface_mentions,lst97__claude-code-sub-agents,lst97__claude-code-sub-agents,https://github.com/lst97/claude-code-sub-agents.git,lst97,claude-code-sub-agents
category4_surface_mentions/luongnv89__claude-howto,category4_surface_mentions,luongnv89__claude-howto,luongnv89__claude-howto,https://github.com/luongnv89/claude-howto.git,luongnv89,claude-howto
category4_surface_mentions/m4tt72__terminal,category4_surface_mentions,m4tt72__terminal,m4tt72__terminal,https://github.com/m4tt72/terminal.git,m4tt72,terminal
category4_surface_mentions/matt1398__claude-devtools,category4_surface_mentions,matt1398__claude-devtools,matt1398__claude-devtools,https://github.com/matt1398/claude-devtools.git,matt1398,claude-devtools
category4_surface_mentions/mcollina__skills,category4_surface_mentions,mcollina__skills,mcollina__skills,https://github.com/mcollina/skills.git,mcollina,skills
category4_surface_mentions/mercurjs__mercur,category4_surface_mentions,mercurjs__mercur,mercurjs__mercur,https://github.com/mercurjs/mercur.git,mercurjs,mercur
category4_surface_mentions/mergisi__awesome-openclaw-agents,category4_surface_mentions,mergisi__awesome-openclaw-agents,mergisi__awesome-openclaw-agents,https://github.com/mergisi/awesome-openclaw-agents.git,mergisi,awesome-openclaw-agents
category4_surface_mentions/michaelshimeles__ralphy,category4_surface_mentions,michaelshimeles__ralphy,michaelshimeles__ralphy,https://github.com/michaelshimeles/ralphy.git,michaelshimeles,ralphy
category4_surface_mentions/microsoft__apm,category4_surface_mentions,microsoft__apm,microsoft__apm,https://github.com/microsoft/apm.git,microsoft,apm
category4_surface_mentions/microsoft__clarity,category4_surface_mentions,microsoft__clarity,microsoft__clarity,https://github.com/microsoft/clarity.git,microsoft,clarity
category4_surface_mentions/microsoft__skills,category4_surface_mentions,microsoft__skills,microsoft__skills,https://github.com/microsoft/skills.git,microsoft,skills
category4_surface_mentions/midudev__autoskills,category4_surface_mentions,midudev__autoskills,midudev__autoskills,https://github.com/midudev/autoskills.git,midudev,autoskills
category4_surface_mentions/mindfold-ai__Trellis,category4_surface_mentions,mindfold-ai__Trellis,mindfold-ai__Trellis,https://github.com/mindfold-ai/Trellis.git,mindfold-ai,Trellis
category4_surface_mentions/mitsuhiko__agent-stuff,category4_surface_mentions,mitsuhiko__agent-stuff,mitsuhiko__agent-stuff,https://github.com/mitsuhiko/agent-stuff.git,mitsuhiko,agent-stuff
category4_surface_mentions/mksglu__context-mode,category4_surface_mentions,mksglu__context-mode,mksglu__context-mode,https://github.com/mksglu/context-mode.git,mksglu,context-mode
category4_surface_mentions/mrexodia__ida-pro-mcp,category4_surface_mentions,mrexodia__ida-pro-mcp,mrexodia__ida-pro-mcp,https://github.com/mrexodia/ida-pro-mcp.git,mrexodia,ida-pro-mcp
category4_surface_mentions/mrwadams__attackgen,category4_surface_mentions,mrwadams__attackgen,mrwadams__attackgen,https://github.com/mrwadams/attackgen.git,mrwadams,attackgen
category4_surface_mentions/mtymek__opencode-obsidian,category4_surface_mentions,mtymek__opencode-obsidian,mtymek__opencode-obsidian,https://github.com/mtymek/opencode-obsidian.git,mtymek,opencode-obsidian
category4_surface_mentions/mubaidr__vite-vue3-browser-extension-v3,category4_surface_mentions,mubaidr__vite-vue3-browser-extension-v3,mubaidr__vite-vue3-browser-extension-v3,https://github.com/mubaidr/vite-vue3-browser-extension-v3.git,mubaidr,vite-vue3-browser-extension-v3
category4_surface_mentions/mulesoft__api-console,category4_surface_mentions,mulesoft__api-console,mulesoft__api-console,https://github.com/mulesoft/api-console.git,mulesoft,api-console
category4_surface_mentions/nacro90__numb.nvim,category4_surface_mentions,nacro90__numb.nvim,nacro90__numb.nvim,https://github.com/nacro90/numb.nvim.git,nacro90,numb.nvim
category4_surface_mentions/nekename__OpenDeck,category4_surface_mentions,nekename__OpenDeck,nekename__OpenDeck,https://github.com/nekename/OpenDeck.git,nekename,OpenDeck
category4_surface_mentions/neozhu__CleanArchitectureWithBlazorServer,category4_surface_mentions,neozhu__CleanArchitectureWithBlazorServer,neozhu__CleanArchitectureWithBlazorServer,https://github.com/neozhu/CleanArchitectureWithBlazorServer.git,neozhu,CleanArchitectureWithBlazorServer
category4_surface_mentions/nesquena__hermes-webui,category4_surface_mentions,nesquena__hermes-webui,nesquena__hermes-webui,https://github.com/nesquena/hermes-webui.git,nesquena,hermes-webui
category4_surface_mentions/neuml__txtai,category4_surface_mentions,neuml__txtai,neuml__txtai,https://github.com/neuml/txtai.git,neuml,txtai
category4_surface_mentions/nextlevelbuilder__ui-ux-pro-max-skill,category4_surface_mentions,nextlevelbuilder__ui-ux-pro-max-skill,nextlevelbuilder__ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill.git,nextlevelbuilder,ui-ux-pro-max-skill
category4_surface_mentions/nicedreamzapp__claude-code-local,category4_surface_mentions,nicedreamzapp__claude-code-local,nicedreamzapp__claude-code-local,https://github.com/nicedreamzapp/claude-code-local.git,nicedreamzapp,claude-code-local
category4_surface_mentions/nicobailon__pi-subagents,category4_surface_mentions,nicobailon__pi-subagents,nicobailon__pi-subagents,https://github.com/nicobailon/pi-subagents.git,nicobailon,pi-subagents
category4_surface_mentions/nikilster__clawflows,category4_surface_mentions,nikilster__clawflows,nikilster__clawflows,https://github.com/nikilster/clawflows.git,nikilster,clawflows
category4_surface_mentions/noamseg__interview-coach-skill,category4_surface_mentions,noamseg__interview-coach-skill,noamseg__interview-coach-skill,https://github.com/noamseg/interview-coach-skill.git,noamseg,interview-coach-skill
category4_surface_mentions/nteract__semiotic,category4_surface_mentions,nteract__semiotic,nteract__semiotic,https://github.com/nteract/semiotic.git,nteract,semiotic
category4_surface_mentions/numman-ali__n-skills,category4_surface_mentions,numman-ali__n-skills,numman-ali__n-skills,https://github.com/numman-ali/n-skills.git,numman-ali,n-skills
category4_surface_mentions/numman-ali__openskills,category4_surface_mentions,numman-ali__openskills,numman-ali__openskills,https://github.com/numman-ali/openskills.git,numman-ali,openskills
category4_surface_mentions/nuxt__ui,category4_surface_mentions,nuxt__ui,nuxt__ui,https://github.com/nuxt/ui.git,nuxt,ui
category4_surface_mentions/olimorris__codecompanion.nvim,category4_surface_mentions,olimorris__codecompanion.nvim,olimorris__codecompanion.nvim,https://github.com/olimorris/codecompanion.nvim.git,olimorris,codecompanion.nvim
category4_surface_mentions/op7418__CodePilot,category4_surface_mentions,op7418__CodePilot,op7418__CodePilot,https://github.com/op7418/CodePilot.git,op7418,CodePilot
category4_surface_mentions/opactorai__Claudable,category4_surface_mentions,opactorai__Claudable,opactorai__Claudable,https://github.com/opactorai/Claudable.git,opactorai,Claudable
category4_surface_mentions/open-gitagent__gitagent,category4_surface_mentions,open-gitagent__gitagent,open-gitagent__gitagent,https://github.com/open-gitagent/gitagent.git,open-gitagent,gitagent
category4_surface_mentions/open-mercato__open-mercato,category4_surface_mentions,open-mercato__open-mercato,open-mercato__open-mercato,https://github.com/open-mercato/open-mercato.git,open-mercato,open-mercato
category4_surface_mentions/openakita__openakita,category4_surface_mentions,openakita__openakita,openakita__openakita,https://github.com/openakita/openakita.git,openakita,openakita
category4_surface_mentions/openedclaude__claude-reviews-claude,category4_surface_mentions,openedclaude__claude-reviews-claude,openedclaude__claude-reviews-claude,https://github.com/openedclaude/claude-reviews-claude.git,openedclaude,claude-reviews-claude
category4_surface_mentions/oraios__serena,category4_surface_mentions,oraios__serena,oraios__serena,https://github.com/oraios/serena.git,oraios,serena
category4_surface_mentions/paperclipai__paperclip,category4_surface_mentions,paperclipai__paperclip,paperclipai__paperclip,https://github.com/paperclipai/paperclip.git,paperclipai,paperclip
category4_surface_mentions/peterkrueck__Claude-Code-Development-Kit,category4_surface_mentions,peterkrueck__Claude-Code-Development-Kit,peterkrueck__Claude-Code-Development-Kit,https://github.com/peterkrueck/Claude-Code-Development-Kit.git,peterkrueck,Claude-Code-Development-Kit
category4_surface_mentions/phodal__auto-dev,category4_surface_mentions,phodal__auto-dev,phodal__auto-dev,https://github.com/phodal/auto-dev.git,phodal,auto-dev
category4_surface_mentions/phpdocker-io__phpdocker.io,category4_surface_mentions,phpdocker-io__phpdocker.io,phpdocker-io__phpdocker.io,https://github.com/phpdocker-io/phpdocker.io.git,phpdocker-io,phpdocker.io
category4_surface_mentions/pingcap__ossinsight,category4_surface_mentions,pingcap__ossinsight,pingcap__ossinsight,https://github.com/pingcap/ossinsight.git,pingcap,ossinsight
category4_surface_mentions/piomin__claude-ai-spring-boot,category4_surface_mentions,piomin__claude-ai-spring-boot,piomin__claude-ai-spring-boot,https://github.com/piomin/claude-ai-spring-boot.git,piomin,claude-ai-spring-boot
category4_surface_mentions/plbrault__youre-the-os,category4_surface_mentions,plbrault__youre-the-os,plbrault__youre-the-os,https://github.com/plbrault/youre-the-os.git,plbrault,youre-the-os
category4_surface_mentions/pollen-robotics__reachy_mini,category4_surface_mentions,pollen-robotics__reachy_mini,pollen-robotics__reachy_mini,https://github.com/pollen-robotics/reachy_mini.git,pollen-robotics,reachy_mini
category4_surface_mentions/processing__p5.js,category4_surface_mentions,processing__p5.js,processing__p5.js,https://github.com/processing/p5.js.git,processing,p5.js
category4_surface_mentions/promptslab__Awesome-Prompt-Engineering,category4_surface_mentions,promptslab__Awesome-Prompt-Engineering,promptslab__Awesome-Prompt-Engineering,https://github.com/promptslab/Awesome-Prompt-Engineering.git,promptslab,Awesome-Prompt-Engineering
category4_surface_mentions/puikinsh__Adminator-admin-dashboard,category4_surface_mentions,puikinsh__Adminator-admin-dashboard,puikinsh__Adminator-admin-dashboard,https://github.com/puikinsh/Adminator-admin-dashboard.git,puikinsh,Adminator-admin-dashboard
category4_surface_mentions/qarmin__czkawka,category4_surface_mentions,qarmin__czkawka,qarmin__czkawka,https://github.com/qarmin/czkawka.git,qarmin,czkawka
category4_surface_mentions/qdhenry__Claude-Command-Suite,category4_surface_mentions,qdhenry__Claude-Command-Suite,qdhenry__Claude-Command-Suite,https://github.com/qdhenry/Claude-Command-Suite.git,qdhenry,Claude-Command-Suite
category4_surface_mentions/qwibitai__nanoclaw,category4_surface_mentions,qwibitai__nanoclaw,qwibitai__nanoclaw,https://github.com/qwibitai/nanoclaw.git,qwibitai,nanoclaw
category4_surface_mentions/rabbitmq__rabbitmq-server,category4_surface_mentions,rabbitmq__rabbitmq-server,rabbitmq__rabbitmq-server,https://github.com/rabbitmq/rabbitmq-server.git,rabbitmq,rabbitmq-server
category4_surface_mentions/rafska__awesome-local-llm,category4_surface_mentions,rafska__awesome-local-llm,rafska__awesome-local-llm,https://github.com/rafska/awesome-local-llm.git,rafska,awesome-local-llm
category4_surface_mentions/raine__workmux,category4_surface_mentions,raine__workmux,raine__workmux,https://github.com/raine/workmux.git,raine,workmux
category4_surface_mentions/raphaelmansuy__edgequake,category4_surface_mentions,raphaelmansuy__edgequake,raphaelmansuy__edgequake,https://github.com/raphaelmansuy/edgequake.git,raphaelmansuy,edgequake
category4_surface_mentions/rberg27__doom-coding,category4_surface_mentions,rberg27__doom-coding,rberg27__doom-coding,https://github.com/rberg27/doom-coding.git,rberg27,doom-coding
category4_surface_mentions/rcortx__kiwiq,category4_surface_mentions,rcortx__kiwiq,rcortx__kiwiq,https://github.com/rcortx/kiwiq.git,rcortx,kiwiq
category4_surface_mentions/repowise-dev__repowise,category4_surface_mentions,repowise-dev__repowise,repowise-dev__repowise,https://github.com/repowise-dev/repowise.git,repowise-dev,repowise
category4_surface_mentions/rohitg00__agentmemory,category4_surface_mentions,rohitg00__agentmemory,rohitg00__agentmemory,https://github.com/rohitg00/agentmemory.git,rohitg00,agentmemory
category4_surface_mentions/rohitg00__awesome-claude-code-toolkit,category4_surface_mentions,rohitg00__awesome-claude-code-toolkit,rohitg00__awesome-claude-code-toolkit,https://github.com/rohitg00/awesome-claude-code-toolkit.git,rohitg00,awesome-claude-code-toolkit
category4_surface_mentions/rohitg00__pro-workflow,category4_surface_mentions,rohitg00__pro-workflow,rohitg00__pro-workflow,https://github.com/rohitg00/pro-workflow.git,rohitg00,pro-workflow
category4_surface_mentions/rohitg00__skillkit,category4_surface_mentions,rohitg00__skillkit,rohitg00__skillkit,https://github.com/rohitg00/skillkit.git,rohitg00,skillkit
category4_surface_mentions/rsyslog__rsyslog,category4_surface_mentions,rsyslog__rsyslog,rsyslog__rsyslog,https://github.com/rsyslog/rsyslog.git,rsyslog,rsyslog
category4_surface_mentions/rtk-ai__rtk,category4_surface_mentions,rtk-ai__rtk,rtk-ai__rtk,https://github.com/rtk-ai/rtk.git,rtk-ai,rtk
category4_surface_mentions/run-llama__liteparse,category4_surface_mentions,run-llama__liteparse,run-llama__liteparse,https://github.com/run-llama/liteparse.git,run-llama,liteparse
category4_surface_mentions/rust-lang__crates.io,category4_surface_mentions,rust-lang__crates.io,rust-lang__crates.io,https://github.com/rust-lang/crates.io.git,rust-lang,crates.io
category4_surface_mentions/ruvnet__ruflo,category4_surface_mentions,ruvnet__ruflo,ruvnet__ruflo,https://github.com/ruvnet/ruflo.git,ruvnet,ruflo
category4_surface_mentions/ryfineZ__codex-session-patcher,category4_surface_mentions,ryfineZ__codex-session-patcher,ryfineZ__codex-session-patcher,https://github.com/ryfineZ/codex-session-patcher.git,ryfineZ,codex-session-patcher
category4_surface_mentions/safishamsi__graphify,category4_surface_mentions,safishamsi__graphify,safishamsi__graphify,https://github.com/safishamsi/graphify.git,safishamsi,graphify
category4_surface_mentions/saleor__storefront,category4_surface_mentions,saleor__storefront,saleor__storefront,https://github.com/saleor/storefront.git,saleor,storefront
category4_surface_mentions/samber__cc-skills-golang,category4_surface_mentions,samber__cc-skills-golang,samber__cc-skills-golang,https://github.com/samber/cc-skills-golang.git,samber,cc-skills-golang
category4_surface_mentions/samugit83__redamon,category4_surface_mentions,samugit83__redamon,samugit83__redamon,https://github.com/samugit83/redamon.git,samugit83,redamon
category4_surface_mentions/sanbuphy__learn-coding-agent,category4_surface_mentions,sanbuphy__learn-coding-agent,sanbuphy__learn-coding-agent,https://github.com/sanbuphy/learn-coding-agent.git,sanbuphy,learn-coding-agent
category4_surface_mentions/santifer__career-ops,category4_surface_mentions,santifer__career-ops,santifer__career-ops,https://github.com/santifer/career-ops.git,santifer,career-ops
category4_surface_mentions/severity1__claude-code-prompt-improver,category4_surface_mentions,severity1__claude-code-prompt-improver,severity1__claude-code-prompt-improver,https://github.com/severity1/claude-code-prompt-improver.git,severity1,claude-code-prompt-improver
category4_surface_mentions/shanraisshan__claude-code-best-practice,category4_surface_mentions,shanraisshan__claude-code-best-practice,shanraisshan__claude-code-best-practice,https://github.com/shanraisshan/claude-code-best-practice.git,shanraisshan,claude-code-best-practice
category4_surface_mentions/shareAI-lab__Kode-Agent,category4_surface_mentions,shareAI-lab__Kode-Agent,shareAI-lab__Kode-Agent,https://github.com/shareAI-lab/Kode-Agent.git,shareAI-lab,Kode-Agent
category4_surface_mentions/shareAI-lab__claw0,category4_surface_mentions,shareAI-lab__claw0,shareAI-lab__claw0,https://github.com/shareAI-lab/claw0.git,shareAI-lab,claw0
category4_surface_mentions/shcherbak-ai__contextgem,category4_surface_mentions,shcherbak-ai__contextgem,shcherbak-ai__contextgem,https://github.com/shcherbak-ai/contextgem.git,shcherbak-ai,contextgem
